States/UTs,Year,CrimeHead,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above
Maharashtra,2014,Unemployed Persons,3,429,342,145,61,1,55,10,4,7
Maharashtra,2014,Self-employed Persons (Total),0,1276,2028,1253,479,0,132,158,47,48
Maharashtra,2014,Business (Total),0,269,353,212,39,0,38,31,7,12
Maharashtra,2014,Vendor,0,43,36,26,6,0,1,1,2,0
Maharashtra,2014,Tradesmen,0,39,54,32,9,0,0,0,1,2
Maharashtra,2014,Others,0,187,263,154,24,0,37,30,4,10
Maharashtra,2014,Agriculture (Total),0,863,1511,954,398,0,82,124,38,34
Maharashtra,2014,Agricultural Labourers,0,338,508,262,120,0,63,90,28,27
Maharashtra,2014,Farmers (Sub Total),0,525,1003,692,278,0,19,34,10,7
Maharashtra,2014,Have Own Land,0,489,943,654,263,0,19,33,9,7
Maharashtra,2014,On Contract/Lease,0,36,60,38,15,0,0,1,1,0
Maharashtra,2014,Others,0,144,164,87,42,0,12,3,2,2
Maharashtra,2014,Daily Wage Earner,0,746,789,449,170,0,43,23,17,2
Maharashtra,2014,Retired Persons,0,0,1,39,143,0,0,0,4,4
Maharashtra,2014,Others,6,374,396,269,157,7,93,53,35,28
Maharashtra,2014,Total,45,3976,4284,2490,1033,70,2423,1198,482,303
Manipur,2014,Housewife,0,0,0,0,0,0,8,4,0,0
Manipur,2014,Profession/Salaried Persons (Total),0,2,3,3,0,0,0,0,0,0
Manipur,2014,Govt. Servants (Total),0,2,3,3,0,0,0,0,0,0
Manipur,2014,Central/UT Govt. Servants,0,2,1,2,0,0,0,0,0,0
Manipur,2014,State Govt. Servants,0,0,2,1,0,0,0,0,0,0
Manipur,2014,Other Statutory Body/etc.,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Private Sector Enterprises,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Students,2,5,0,0,0,1,5,0,0,0
Manipur,2014,Unemployed Persons,0,0,0,1,0,0,0,1,0,0
Manipur,2014,Self-employed Persons (Total),0,1,0,2,0,0,0,0,0,0
Manipur,2014,Business (Total),0,1,0,2,0,0,0,0,0,0
Manipur,2014,Vendor,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Others,0,1,0,2,0,0,0,0,0,0
Manipur,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0
Manipur,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0
Manipur,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0
Manipur,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Others,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Daily Wage Earner,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Retired Persons,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Others,0,4,6,1,1,0,0,0,0,0
Manipur,2014,Total,2,12,9,7,1,1,13,5,0,0
Meghalaya,2014,Housewife,0,0,0,0,0,0,5,4,0,1
Meghalaya,2014,Profession/Salaried Persons (Total),0,1,3,0,0,0,0,0,0,0
Meghalaya,2014,Govt. Servants (Total),0,1,3,0,0,0,0,0,0,0
Meghalaya,2014,Central/UT Govt. Servants,0,0,1,0,0,0,0,0,0,0
Meghalaya,2014,State Govt. Servants,0,1,2,0,0,0,0,0,0,0
Meghalaya,2014,Other Statutory Body/etc.,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Private Sector Enterprises,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Students,2,10,0,0,0,2,8,0,0,0
Meghalaya,2014,Unemployed Persons,0,3,3,1,0,0,2,0,0,0
Meghalaya,2014,Self-employed Persons (Total),0,9,7,3,0,0,0,0,0,0
Meghalaya,2014,Business (Total),0,8,1,2,0,0,0,0,0,0
Meghalaya,2014,Vendor,0,0,0,1,0,0,0,0,0,0
Meghalaya,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Others,0,8,1,1,0,0,0,0,0,0
Meghalaya,2014,Agriculture (Total),0,1,0,1,0,0,0,0,0,0
Meghalaya,2014,Agricultural Labourers,0,1,0,1,0,0,0,0,0,0
Meghalaya,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Others,0,0,6,0,0,0,0,0,0,0
Meghalaya,2014,Daily Wage Earner,0,6,8,7,1,0,0,1,0,0
Meghalaya,2014,Retired Persons,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Others,0,2,4,2,3,1,0,0,0,0
Meghalaya,2014,Total,2,31,25,13,4,3,15,5,0,1
Mizoram,2014,Housewife,0,0,0,0,0,0,3,1,1,0
Mizoram,2014,Profession/Salaried Persons (Total),0,7,4,2,0,0,0,0,0,0
Mizoram,2014,Govt. Servants (Total),0,4,4,0,0,0,0,0,0,0
Mizoram,2014,Central/UT Govt. Servants,0,2,0,0,0,0,0,0,0,0
Mizoram,2014,State Govt. Servants,0,1,4,0,0,0,0,0,0,0
Mizoram,2014,Other Statutory Body/etc.,0,1,0,0,0,0,0,0,0,0
Mizoram,2014,Private Sector Enterprises,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Public Sector Undertaking,0,3,0,2,0,0,0,0,0,0
Mizoram,2014,Students,4,7,0,0,0,0,4,0,0,0
Mizoram,2014,Unemployed Persons,0,14,6,3,1,0,0,0,0,0
Mizoram,2014,Self-employed Persons (Total),0,8,6,3,0,0,0,0,0,1
Mizoram,2014,Business (Total),0,8,4,1,0,0,0,0,0,0
Mizoram,2014,Vendor,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Others,0,8,4,1,0,0,0,0,0,0
Mizoram,2014,Agriculture (Total),0,0,2,2,0,0,0,0,0,1
Mizoram,2014,Agricultural Labourers,0,0,2,2,0,0,0,0,0,1
Mizoram,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Others,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Daily Wage Earner,0,1,8,2,0,0,1,0,1,0
Mizoram,2014,Retired Persons,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Others,0,4,14,2,4,0,3,0,1,0
Mizoram,2014,Total,4,41,38,12,5,0,11,1,3,1
Nagaland,2014,Housewife,0,0,0,0,0,0,1,0,0,0
Nagaland,2014,Profession/Salaried Persons (Total),0,0,2,0,0,0,0,0,0,0
Nagaland,2014,Govt. Servants (Total),0,0,2,0,0,0,0,0,0,0
Nagaland,2014,Central/UT Govt. Servants,0,0,1,0,0,0,0,0,0,0
Nagaland,2014,State Govt. Servants,0,0,1,0,0,0,0,0,0,0
Nagaland,2014,Other Statutory Body/etc.,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Private Sector Enterprises,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Students,0,1,0,0,0,0,1,0,0,0
Nagaland,2014,Unemployed Persons,0,2,0,0,0,0,1,1,0,0
Nagaland,2014,Self-employed Persons (Total),0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Business (Total),0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Vendor,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Others,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Others,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Daily Wage Earner,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Retired Persons,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Others,0,1,1,1,1,0,0,0,0,0
Nagaland,2014,Total,0,4,3,1,1,0,3,1,0,0
Odisha,2014,Housewife,0,0,0,0,0,0,242,252,104,15
Odisha,2014,Profession/Salaried Persons (Total),0,96,90,58,0,0,124,84,62,0
Odisha,2014,Govt. Servants (Total),0,27,41,16,0,0,62,33,8,0
Odisha,2014,Central/UT Govt. Servants,0,10,12,3,0,0,15,18,6,0
Odisha,2014,State Govt. Servants,0,3,10,9,0,0,1,2,2,0
Odisha,2014,Other Statutory Body/etc.,0,14,19,4,0,0,46,13,0,0
Odisha,2014,Private Sector Enterprises,0,57,29,23,0,0,61,49,51,0
Odisha,2014,Public Sector Undertaking,0,12,20,19,0,0,1,2,3,0
Odisha,2014,Students,7,159,5,0,0,11,135,6,0,2
Odisha,2014,Unemployed Persons,0,132,118,21,15,0,42,24,3,5
Odisha,2014,Self-employed Persons (Total),0,144,158,119,49,0,18,14,4,0
Odisha,2014,Business (Total),0,82,78,55,23,0,6,4,0,0
Odisha,2014,Vendor,0,1,3,3,2,0,0,1,0,0
Odisha,2014,Tradesmen,0,6,24,28,13,0,1,1,0,0
Odisha,2014,Others,0,75,51,24,8,0,5,2,0,0
Odisha,2014,Agriculture (Total),0,13,37,35,13,0,0,4,0,0
Odisha,2014,Agricultural Labourers,0,11,34,35,13,0,0,4,0,0
Odisha,2014,Farmers (Sub Total),0,2,3,0,0,0,0,0,0,0
Odisha,2014,Have Own Land,0,2,3,0,0,0,0,0,0,0
Odisha,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
Odisha,2014,Others,0,49,43,29,13,0,12,6,4,0
Odisha,2014,Daily Wage Earner,0,39,56,40,6,0,37,17,10,0
Odisha,2014,Retired Persons,0,0,0,0,4,0,0,0,0,0
Odisha,2014,Others,18,415,253,236,90,25,353,118,95,30
Odisha,2014,Total,25,985,680,474,164,36,951,515,278,52
Punjab,2014,Housewife,0,0,0,0,0,0,73,50,19,4
Punjab,2014,Profession/Salaried Persons (Total),0,27,22,9,4,0,4,4,0,0
Punjab,2014,Govt. Servants (Total),0,12,7,5,4,0,0,2,0,0
Punjab,2014,Central/UT Govt. Servants,0,6,6,1,2,0,0,0,0,0
Punjab,2014,State Govt. Servants,0,4,1,4,2,0,0,2,0,0
Punjab,2014,Other Statutory Body/etc.,0,2,0,0,0,0,0,0,0,0
Punjab,2014,Private Sector Enterprises,0,14,14,4,0,0,2,2,0,0
Punjab,2014,Public Sector Undertaking,0,1,1,0,0,0,2,0,0,0
Punjab,2014,Students,2,33,0,0,0,1,12,3,0,1
Punjab,2014,Unemployed Persons,0,35,22,10,2,0,7,6,0,0
Punjab,2014,Self-employed Persons (Total),1,87,106,60,17,0,5,8,6,0
Punjab,2014,Business (Total),0,50,70,39,6,0,4,7,4,0
Punjab,2014,Vendor,0,2,0,2,0,0,0,0,0,0
Punjab,2014,Tradesmen,0,20,34,16,3,0,2,5,2,0
Punjab,2014,Others,0,28,36,21,3,0,2,2,2,0
Punjab,2014,Agriculture (Total),1,22,23,12,3,0,1,1,1,0
Punjab,2014,Agricultural Labourers,0,13,16,8,3,0,0,0,0,0
Punjab,2014,Farmers (Sub Total),1,9,7,4,0,0,1,1,1,0
Punjab,2014,Have Own Land,1,9,7,4,0,0,1,1,1,0
Punjab,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
Punjab,2014,Others,0,15,13,9,8,0,0,0,1,0
Punjab,2014,Daily Wage Earner,0,38,30,18,0,0,0,3,1,0
Punjab,2014,Retired Persons,0,0,3,3,1,0,0,0,0,0
Punjab,2014,Others,2,96,48,32,2,1,20,2,1,2
Punjab,2014,Total,5,316,231,132,26,2,121,76,27,7
Rajasthan,2014,Housewife,0,0,0,0,0,2,327,267,74,14
Rajasthan,2014,Profession/Salaried Persons (Total),0,57,58,27,1,0,12,12,5,0
Rajasthan,2014,Govt. Servants (Total),0,14,20,14,0,0,4,7,1,0
Rajasthan,2014,Central/UT Govt. Servants,0,4,4,2,0,0,3,6,0,0
Rajasthan,2014,State Govt. Servants,0,7,10,7,0,0,1,0,0,0
Rajasthan,2014,Other Statutory Body/etc.,0,3,6,5,0,0,0,1,1,0
Rajasthan,2014,Private Sector Enterprises,0,36,33,12,1,0,7,5,4,0
Rajasthan,2014,Public Sector Undertaking,0,7,5,1,0,0,1,0,0,0
Rajasthan,2014,Students,8,111,1,0,0,7,73,0,0,0
Rajasthan,2014,Unemployed Persons,1,63,47,33,12,0,5,0,1,0
Rajasthan,2014,Self-employed Persons (Total),0,319,323,173,33,0,36,14,3,4
Rajasthan,2014,Business (Total),0,161,155,85,22,0,21,6,2,4
Rajasthan,2014,Vendor,0,26,26,22,7,0,0,0,0,0
Rajasthan,2014,Tradesmen,0,25,18,10,6,0,0,0,0,0
Rajasthan,2014,Others,0,110,111,53,9,0,21,6,2,4
Rajasthan,2014,Agriculture (Total),0,129,140,81,7,0,9,6,1,0
Rajasthan,2014,Agricultural Labourers,0,129,140,81,7,0,9,6,1,0
Rajasthan,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0
Rajasthan,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0
Rajasthan,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
Rajasthan,2014,Others,0,29,28,7,4,0,6,2,0,0
Rajasthan,2014,Daily Wage Earner,0,252,196,62,8,0,8,1,0,0
Rajasthan,2014,Retired Persons,0,2,3,1,5,0,0,0,0,0
Rajasthan,2014,Others,33,601,487,236,82,26,199,95,28,11
Rajasthan,2014,Total,42,1405,1115,532,141,35,660,389,111,29
Sikkim,2014,Housewife,0,0,0,0,0,0,5,12,6,1
Sikkim,2014,Profession/Salaried Persons (Total),0,5,2,1,0,0,5,4,0,0
Sikkim,2014,Govt. Servants (Total),0,1,2,1,0,0,2,4,0,0
Sikkim,2014,Central/UT Govt. Servants,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,State Govt. Servants,0,0,2,1,0,0,2,4,0,0
Sikkim,2014,Other Statutory Body/etc.,0,1,0,0,0,0,0,0,0,0
Sikkim,2014,Private Sector Enterprises,0,4,0,0,0,0,1,0,0,0
Sikkim,2014,Public Sector Undertaking,0,0,0,0,0,0,2,0,0,0
Sikkim,2014,Students,4,13,0,0,0,3,4,0,0,0
Sikkim,2014,Unemployed Persons,0,19,14,8,4,0,11,6,4,1
Sikkim,2014,Self-employed Persons (Total),0,7,20,9,3,0,1,0,1,1
Sikkim,2014,Business (Total),0,5,1,0,0,0,1,0,0,0
Sikkim,2014,Vendor,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Others,0,5,1,0,0,0,1,0,0,0
Sikkim,2014,Agriculture (Total),0,2,19,9,3,0,0,0,1,1
Sikkim,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Farmers (Sub Total),0,2,19,9,3,0,0,0,1,1
Sikkim,2014,Have Own Land,0,2,19,9,3,0,0,0,1,1
Sikkim,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Others,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Daily Wage Earner,0,10,6,4,1,0,2,0,0,0
Sikkim,2014,Retired Persons,0,2,1,3,0,0,1,0,0,0
Sikkim,2014,Others,2,6,8,8,1,3,7,3,1,1
Sikkim,2014,Total,6,62,51,33,9,6,36,25,12,4
Tamil Nadu,2014,Housewife,0,0,0,0,0,0,896,777,313,157
Tamil Nadu,2014,Profession/Salaried Persons (Total),0,377,459,317,78,0,111,49,38,2
Tamil Nadu,2014,Govt. Servants (Total),0,25,93,74,15,0,17,8,4,0
Tamil Nadu,2014,Central/UT Govt. Servants,0,1,12,12,4,0,1,1,1,0
Tamil Nadu,2014,State Govt. Servants,0,14,39,39,6,0,10,3,3,0
Tamil Nadu,2014,Other Statutory Body/etc.,0,10,42,23,5,0,6,4,0,0
Tamil Nadu,2014,Private Sector Enterprises,0,290,309,199,49,0,76,37,30,2
Tamil Nadu,2014,Public Sector Undertaking,0,62,57,44,14,0,18,4,4,0
Tamil Nadu,2014,Students,49,406,8,0,0,52,330,3,2,3
Tamil Nadu,2014,Unemployed Persons,0,445,420,267,175,0,193,110,80,39
Tamil Nadu,2014,Self-employed Persons (Total),0,589,881,659,167,0,184,120,67,33
Tamil Nadu,2014,Business (Total),0,314,493,386,53,0,57,53,24,19
Tamil Nadu,2014,Vendor,0,90,134,137,10,0,19,9,12,15
Tamil Nadu,2014,Tradesmen,0,36,36,34,0,0,0,0,0,0
Tamil Nadu,2014,Others,0,188,323,215,43,0,38,44,12,4
Tamil Nadu,2014,Agriculture (Total),0,147,256,202,86,0,98,55,40,11
Tamil Nadu,2014,Agricultural Labourers,0,137,232,185,74,0,95,53,40,11
Tamil Nadu,2014,Farmers (Sub Total),0,10,24,17,12,0,3,2,0,0
Tamil Nadu,2014,Have Own Land,0,10,23,17,12,0,3,2,0,0
Tamil Nadu,2014,On Contract/Lease,0,0,1,0,0,0,0,0,0,0
Tamil Nadu,2014,Others,0,128,132,71,28,0,29,12,3,3
Tamil Nadu,2014,Daily Wage Earner,2,903,1267,855,307,0,273,131,93,49
Tamil Nadu,2014,Retired Persons,0,0,18,10,47,0,1,1,2,1
Tamil Nadu,2014,Others,50,723,683,547,254,119,425,218,171,112
Tamil Nadu,2014,Total,101,3443,3736,2655,1028,171,2413,1409,766,396
Telangana,2014,Housewife,0,0,0,0,0,0,272,245,123,85
Telangana,2014,Profession/Salaried Persons (Total),0,156,210,111,7,3,91,31,11,4
Telangana,2014,Govt. Servants (Total),0,29,43,31,1,0,12,10,5,0
Telangana,2014,Central/UT Govt. Servants,0,1,3,1,0,0,0,1,0,0
Telangana,2014,State Govt. Servants,0,8,11,17,1,0,0,0,1,0
Telangana,2014,Other Statutory Body/etc.,0,20,29,13,0,0,12,9,4,0
Telangana,2014,Private Sector Enterprises,0,113,130,41,6,0,43,12,2,4
Telangana,2014,Public Sector Undertaking,0,14,37,39,0,3,36,9,4,0
Telangana,2014,Students,10,177,4,0,0,19,142,1,0,0
Telangana,2014,Unemployed Persons,0,124,92,37,14,1,21,11,1,1
Telangana,2014,Self-employed Persons (Total),1,665,820,566,152,1,136,101,73,40
Telangana,2014,Business (Total),0,345,355,220,42,0,28,14,6,7
Telangana,2014,Vendor,0,49,24,19,11,0,1,1,1,0
Telangana,2014,Tradesmen,0,18,20,15,2,0,7,1,0,0
Telangana,2014,Others,0,278,311,186,29,0,20,12,5,7
Telangana,2014,Agriculture (Total),0,287,421,313,94,1,76,71,55,29
Telangana,2014,Agricultural Labourers,0,139,122,80,23,1,33,19,22,10
Telangana,2014,Farmers (Sub Total),0,148,299,233,71,0,43,52,33,19
Telangana,2014,Have Own Land,0,96,207,173,54,0,17,38,23,15
Telangana,2014,On Contract/Lease,0,52,92,60,17,0,26,14,10,4
Telangana,2014,Others,1,33,44,33,16,0,32,16,12,4
Telangana,2014,Daily Wage Earner,2,222,387,206,91,0,136,120,47,31
Telangana,2014,Retired Persons,0,4,1,0,22,0,2,0,0,1
Telangana,2014,Others,12,809,858,575,334,14,456,342,205,187
Telangana,2014,Total,25,2157,2372,1495,620,38,1256,851,460,349
Tripura,2014,Housewife,0,0,0,0,0,0,55,44,15,9
Tripura,2014,Profession/Salaried Persons (Total),0,9,22,13,0,0,3,5,4,2
Tripura,2014,Govt. Servants (Total),0,5,20,11,0,0,3,5,4,2
Tripura,2014,Central/UT Govt. Servants,0,2,10,6,0,0,2,3,3,1
Tripura,2014,State Govt. Servants,0,3,10,5,0,0,1,2,1,1
Tripura,2014,Other Statutory Body/etc.,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Private Sector Enterprises,0,2,0,0,0,0,0,0,0,0
Tripura,2014,Public Sector Undertaking,0,2,2,2,0,0,0,0,0,0
Tripura,2014,Students,7,32,0,0,0,3,31,0,0,0
Tripura,2014,Unemployed Persons,0,42,39,16,4,0,7,4,1,0
Tripura,2014,Self-employed Persons (Total),0,44,28,25,7,0,6,0,1,0
Tripura,2014,Business (Total),0,33,20,16,6,0,4,0,0,0
Tripura,2014,Vendor,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Others,0,33,20,16,6,0,4,0,0,0
Tripura,2014,Agriculture (Total),0,11,8,9,1,0,2,0,1,0
Tripura,2014,Agricultural Labourers,0,11,8,9,1,0,2,0,1,0
Tripura,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0
Tripura,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0
Tripura,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Others,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Daily Wage Earner,0,18,16,8,3,0,0,0,0,0
Tripura,2014,Retired Persons,0,0,0,0,3,0,0,0,0,2
Tripura,2014,Others,7,50,34,38,27,4,45,13,11,5
Tripura,2014,Total,14,195,139,100,44,7,147,66,32,18
Uttar Pradesh,2014,Housewife,0,0,0,0,0,4,576,212,38,5
Uttar Pradesh,2014,Profession/Salaried Persons (Total),1,52,80,30,4,0,24,12,2,0
Uttar Pradesh,2014,Govt. Servants (Total),1,9,24,9,0,0,6,4,0,0
Uttar Pradesh,2014,Central/UT Govt. Servants,1,1,4,3,0,0,0,0,0,0
Uttar Pradesh,2014,State Govt. Servants,0,6,18,6,0,0,0,2,0,0
Uttar Pradesh,2014,Other Statutory Body/etc.,0,2,2,0,0,0,6,2,0,0
Uttar Pradesh,2014,Private Sector Enterprises,0,35,29,14,3,0,14,4,2,0
Uttar Pradesh,2014,Public Sector Undertaking,0,8,27,7,1,0,4,4,0,0
Uttar Pradesh,2014,Students,7,138,9,1,0,12,83,2,0,0
Uttar Pradesh,2014,Unemployed Persons,1,215,133,34,7,0,39,12,5,0
Uttar Pradesh,2014,Self-employed Persons (Total),4,185,175,64,25,6,74,26,12,13
Uttar Pradesh,2014,Business (Total),2,92,59,18,9,1,25,6,1,0
Uttar Pradesh,2014,Vendor,0,11,9,3,1,0,6,0,0,0
Uttar Pradesh,2014,Tradesmen,0,1,0,1,0,0,0,0,0,0
Uttar Pradesh,2014,Others,2,80,50,14,8,1,19,6,1,0
Uttar Pradesh,2014,Agriculture (Total),0,48,79,28,10,0,17,7,3,0
Uttar Pradesh,2014,Agricultural Labourers,0,36,50,14,6,0,15,5,3,0
Uttar Pradesh,2014,Farmers (Sub Total),0,12,29,14,4,0,2,2,0,0
Uttar Pradesh,2014,Have Own Land,0,11,27,11,4,0,0,2,0,0
Uttar Pradesh,2014,On Contract/Lease,0,1,2,3,0,0,2,0,0,0
Uttar Pradesh,2014,Others,2,45,37,18,6,5,32,13,8,13
Uttar Pradesh,2014,Daily Wage Earner,0,82,76,22,2,0,15,9,2,0
Uttar Pradesh,2014,Retired Persons,2,3,9,3,4,0,3,0,0,0
Uttar Pradesh,2014,Others,28,322,226,124,31,17,202,55,17,8
Uttar Pradesh,2014,Total,43,997,708,278,73,39,1016,328,76,26
Uttarakhand,2014,Housewife,0,0,0,0,0,0,19,12,3,0
Uttarakhand,2014,Profession/Salaried Persons (Total),0,27,4,1,0,0,0,0,0,0
Uttarakhand,2014,Govt. Servants (Total),0,2,0,0,0,0,0,0,0,0
Uttarakhand,2014,Central/UT Govt. Servants,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,State Govt. Servants,0,2,0,0,0,0,0,0,0,0
Uttarakhand,2014,Other Statutory Body/etc.,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Private Sector Enterprises,0,21,2,0,0,0,0,0,0,0
Uttarakhand,2014,Public Sector Undertaking,0,4,2,1,0,0,0,0,0,0
Uttarakhand,2014,Students,1,25,0,0,0,0,7,0,0,0
Uttarakhand,2014,Unemployed Persons,0,14,5,4,3,0,3,0,0,0
Uttarakhand,2014,Self-employed Persons (Total),0,6,2,0,0,0,0,0,0,0
Uttarakhand,2014,Business (Total),0,6,2,0,0,0,0,0,0,0
Uttarakhand,2014,Vendor,0,6,1,0,0,0,0,0,0,0
Uttarakhand,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Others,0,0,1,0,0,0,0,0,0,0
Uttarakhand,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Others,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Daily Wage Earner,0,0,1,1,0,0,0,0,0,0
Uttarakhand,2014,Retired Persons,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Others,0,32,17,5,3,1,8,3,0,0
Uttarakhand,2014,Total,1,104,29,11,6,1,37,15,3,0
West Bengal,2014,Housewife,0,0,0,0,0,0,1008,743,250,87
West Bengal,2014,Profession/Salaried Persons (Total),0,183,261,162,4,0,66,65,16,2
West Bengal,2014,Govt. Servants (Total),0,15,37,35,0,0,12,9,3,0
West Bengal,2014,Central/UT Govt. Servants,0,3,30,24,0,0,10,3,1,0
West Bengal,2014,State Govt. Servants,0,11,7,10,0,0,2,6,2,0
West Bengal,2014,Other Statutory Body/etc.,0,1,0,1,0,0,0,0,0,0
West Bengal,2014,Private Sector Enterprises,0,126,178,93,1,0,44,43,7,2
West Bengal,2014,Public Sector Undertaking,0,42,46,34,3,0,10,13,6,0
West Bengal,2014,Students,47,330,15,3,0,36,275,3,0,0
West Bengal,2014,Unemployed Persons,0,398,416,156,17,0,73,79,21,9
West Bengal,2014,Self-employed Persons (Total),0,407,489,315,54,0,110,67,33,10
West Bengal,2014,Business (Total),0,325,354,231,42,0,86,51,31,6
West Bengal,2014,Vendor,0,55,39,24,4,0,13,10,6,2
West Bengal,2014,Tradesmen,0,75,57,27,16,0,1,2,3,0
West Bengal,2014,Others,0,195,258,180,22,0,72,39,22,4
West Bengal,2014,Agriculture (Total),0,54,74,56,9,0,20,15,2,0
West Bengal,2014,Agricultural Labourers,0,54,74,56,9,0,20,15,2,0
West Bengal,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0
West Bengal,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0
West Bengal,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
West Bengal,2014,Others,0,28,61,28,3,0,4,1,0,4
West Bengal,2014,Daily Wage Earner,0,136,191,47,10,0,16,32,6,0
West Bengal,2014,Retired Persons,0,0,0,1,80,0,2,0,0,5
West Bengal,2014,Others,156,1991,1768,863,386,66,1350,736,167,91
West Bengal,2014,Total,203,3445,3140,1547,551,102,2900,1725,493,204
A & N Islands,2014,Housewife,0,0,0,0,0,0,7,1,2,4
A & N Islands,2014,Profession/Salaried Persons (Total),0,28,28,24,7,0,3,2,0,0
