,State,Year,Gender,Education,Total,Population
1773,Goa,2008,Female,Graduate And Above,2,14446.0
1774,Goa,2008,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),16,16212.0
1775,Goa,2008,Female,Matriculate/Secondary (Upto Class-10),20,18442.0
1776,Goa,2008,Female,Middle (Upto Class-8),35,21449.0
1777,Goa,2008,Female,No Education,12,27730.0
1778,Goa,2008,Female,Primary (Upto Class-5),18,71463.0
1779,Goa,2008,Male,Diploma/Certificate,1,222.0
1780,Goa,2008,Male,Graduate And Above,1,14419.0
1781,Goa,2008,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),22,17216.0
1782,Goa,2008,Male,Matriculate/Secondary (Upto Class-10),36,19968.0
1783,Goa,2008,Male,Middle (Upto Class-8),49,24109.0
1784,Goa,2008,Male,No Education,35,22873.0
1785,Goa,2008,Male,Primary (Upto Class-5),32,79112.0
1786,Goa,2009,Female,Graduate And Above,2,16090.0
1787,Goa,2009,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),10,16944.0
1788,Goa,2009,Female,Matriculate/Secondary (Upto Class-10),16,19002.0
1789,Goa,2009,Female,Middle (Upto Class-8),26,21355.0
1790,Goa,2009,Female,No Education,20,29502.0
1791,Goa,2009,Female,Primary (Upto Class-5),18,71350.0
1792,Goa,2009,Male,Diploma/Certificate,4,249.0
1793,Goa,2009,Male,Graduate And Above,2,16026.0
1794,Goa,2009,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),23,17891.0
1795,Goa,2009,Male,Matriculate/Secondary (Upto Class-10),45,20429.0
1796,Goa,2009,Male,Middle (Upto Class-8),46,24030.0
1797,Goa,2009,Male,No Education,33,23934.0
1798,Goa,2009,Male,Primary (Upto Class-5),25,78949.0
1799,Goa,2010,Female,Graduate And Above,2,17734.0
1800,Goa,2010,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),7,17676.0
1801,Goa,2010,Female,Matriculate/Secondary (Upto Class-10),26,19562.0
1802,Goa,2010,Female,Middle (Upto Class-8),24,21261.0
1803,Goa,2010,Female,No Education,18,31274.0
1804,Goa,2010,Female,Primary (Upto Class-5),9,71237.0
1805,Goa,2010,Male,Diploma/Certificate,1,276.0
1806,Goa,2010,Male,Graduate And Above,8,17633.0
1807,Goa,2010,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),24,18566.0
1808,Goa,2010,Male,Matriculate/Secondary (Upto Class-10),59,20890.0
1809,Goa,2010,Male,Middle (Upto Class-8),63,23951.0
1810,Goa,2010,Male,No Education,40,24995.0
1811,Goa,2010,Male,Primary (Upto Class-5),33,78786.0
1812,Goa,2011,Female,Graduate And Above,3,19370.0
1813,Goa,2011,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),8,18399.0
1814,Goa,2011,Female,Matriculate/Secondary (Upto Class-10),28,20113.0
1815,Goa,2011,Female,Middle (Upto Class-8),36,21164.0
1816,Goa,2011,Female,No Education,12,33045.0
1817,Goa,2011,Female,Primary (Upto Class-5),10,71121.0
1818,Goa,2011,Male,Graduate And Above,4,19238.0
1819,Goa,2011,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),16,19239.0
1820,Goa,2011,Male,Matriculate/Secondary (Upto Class-10),52,21351.0
1821,Goa,2011,Male,Middle (Upto Class-8),69,23871.0
1822,Goa,2011,Male,No Education,20,26055.0
1823,Goa,2011,Male,Primary (Upto Class-5),34,78613.0
1824,Goa,2012,Female,Diploma/Certificate,1,172.0
1825,Goa,2012,Female,Graduate And Above,1,21014.0
1826,Goa,2012,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),24,19131.0
1827,Goa,2012,Female,Matriculate/Secondary (Upto Class-10),22,20673.0
1828,Goa,2012,Female,Middle (Upto Class-8),22,21070.0
1829,Goa,2012,Female,No Education,8,34817.0
1830,Goa,2012,Female,Primary (Upto Class-5),15,71008.0
1831,Goa,2012,Male,Diploma/Certificate,1,323.0
1832,Goa,2012,Male,Graduate And Above,15,20845.0
1833,Goa,2012,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),37,19914.0
1834,Goa,2012,Male,Matriculate/Secondary (Upto Class-10),45,21812.0
1835,Goa,2012,Male,Middle (Upto Class-8),46,23792.0
1836,Goa,2012,Male,No Education,21,27116.0
1837,Goa,2012,Male,Primary (Upto Class-5),30,78450.0
1838,Goa,2013,Female,Graduate And Above,1,22658.0
1839,Goa,2013,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),9,19863.0
1840,Goa,2013,Female,Matriculate/Secondary (Upto Class-10),27,21233.0
1841,Goa,2013,Female,Middle (Upto Class-8),35,20976.0
1842,Goa,2013,Female,No Education,15,36589.0
1843,Goa,2013,Female,Primary (Upto Class-5),11,70895.0
1844,Goa,2013,Male,Graduate And Above,5,22452.0
1845,Goa,2013,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),51,20589.0
1846,Goa,2013,Male,Matriculate/Secondary (Upto Class-10),66,22273.0
1847,Goa,2013,Male,Middle (Upto Class-8),64,23713.0
1848,Goa,2013,Male,No Education,21,28177.0
1849,Goa,2013,Male,Primary (Upto Class-5),22,78287.0
1850,Goa,2014,Female,Graduate And Above,4,24302.0
1851,Goa,2014,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),10,20595.0
1852,Goa,2014,Female,Matriculate/Secondary (Upto Class-10),25,21793.0
1853,Goa,2014,Female,Middle (Upto Class-8),27,20882.0
1854,Goa,2014,Female,No Education,7,38361.0
1855,Goa,2014,Female,Primary (Upto Class-5),9,70782.0
1856,Goa,2014,Female,Status Not Known,6,2784.0
1857,Goa,2014,Male,Diploma/Certificate,5,377.0
1858,Goa,2014,Male,Graduate And Above,8,24059.0
1859,Goa,2014,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),26,21264.0
1860,Goa,2014,Male,Matriculate/Secondary (Upto Class-10),58,22734.0
1861,Goa,2014,Male,Middle (Upto Class-8),48,23634.0
1862,Goa,2014,Male,No Education,3,29238.0
1863,Goa,2014,Male,Primary (Upto Class-5),17,78124.0
1864,Goa,2014,Male,Professionals (Mba; Etc.),1,6035.0
1865,Goa,2014,Male,Status Not Known,37,3530.0
1866,Gujarat,2001,Female,Diploma/Certificate,2,791.0
1867,Gujarat,2001,Female,Graduate And Above,8,57063.0
1868,Gujarat,2001,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),56,204055.0
1869,Gujarat,2001,Female,Matriculate/Secondary (Upto Class-10),276,361620.0
1870,Gujarat,2001,Female,Middle (Upto Class-8),397,524529.0
1871,Gujarat,2001,Female,No Education,558,486350.0
1872,Gujarat,2001,Female,Primary (Upto Class-5),845,2877843.0
1873,Gujarat,2001,Male,Diploma/Certificate,13,2723.0
1874,Gujarat,2001,Male,Graduate And Above,31,105116.0
1875,Gujarat,2001,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),114,286959.0
1876,Gujarat,2001,Male,Matriculate/Secondary (Upto Class-10),477,527126.0
1877,Gujarat,2001,Male,Middle (Upto Class-8),572,791809.0
1878,Gujarat,2001,Male,No Education,568,556777.0
1879,Gujarat,2001,Male,Primary (Upto Class-5),862,3699011.0
1880,Gujarat,2002,Female,Diploma/Certificate,1,1088.0
1881,Gujarat,2002,Female,Graduate And Above,19,77324.0
1882,Gujarat,2002,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),74,221328.0
1883,Gujarat,2002,Female,Matriculate/Secondary (Upto Class-10),233,379820.0
1884,Gujarat,2002,Female,Middle (Upto Class-8),284,552479.0
1885,Gujarat,2002,Female,No Education,505,512426.0
1886,Gujarat,2002,Female,Primary (Upto Class-5),820,2932170.0
1887,Gujarat,2002,Male,Diploma/Certificate,22,3497.0
1888,Gujarat,2002,Male,Graduate And Above,36,132809.0
1889,Gujarat,2002,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),133,312202.0
1890,Gujarat,2002,Male,Matriculate/Secondary (Upto Class-10),461,555054.0
1891,Gujarat,2002,Male,Middle (Upto Class-8),518,830996.0
1892,Gujarat,2002,Male,No Education,554,582703.0
1893,Gujarat,2002,Male,Primary (Upto Class-5),974,3736051.0
1894,Gujarat,2003,Female,Diploma/Certificate,6,1385.0
1895,Gujarat,2003,Female,Graduate And Above,22,97585.0
1896,Gujarat,2003,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),86,238601.0
1897,Gujarat,2003,Female,Matriculate/Secondary (Upto Class-10),220,398020.0
1898,Gujarat,2003,Female,Middle (Upto Class-8),311,580429.0
1899,Gujarat,2003,Female,No Education,537,538502.0
1900,Gujarat,2003,Female,Primary (Upto Class-5),728,2986497.0
1901,Gujarat,2003,Male,Diploma/Certificate,11,4271.0
1902,Gujarat,2003,Male,Graduate And Above,33,160502.0
1903,Gujarat,2003,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),122,337445.0
1904,Gujarat,2003,Male,Matriculate/Secondary (Upto Class-10),392,582982.0
1905,Gujarat,2003,Male,Middle (Upto Class-8),492,870183.0
1906,Gujarat,2003,Male,No Education,606,608629.0
1907,Gujarat,2003,Male,Primary (Upto Class-5),988,3773091.0
1908,Gujarat,2004,Female,Diploma/Certificate,4,1682.0
1909,Gujarat,2004,Female,Graduate And Above,14,117846.0
1910,Gujarat,2004,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),66,255874.0
1911,Gujarat,2004,Female,Matriculate/Secondary (Upto Class-10),211,416220.0
1912,Gujarat,2004,Female,Middle (Upto Class-8),250,608379.0
1913,Gujarat,2004,Female,No Education,556,564578.0
1914,Gujarat,2004,Female,Primary (Upto Class-5),824,3040824.0
1915,Gujarat,2004,Male,Diploma/Certificate,12,5045.0
1916,Gujarat,2004,Male,Graduate And Above,34,188195.0
1917,Gujarat,2004,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),146,362688.0
1918,Gujarat,2004,Male,Matriculate/Secondary (Upto Class-10),464,610910.0
1919,Gujarat,2004,Male,Middle (Upto Class-8),467,909370.0
1920,Gujarat,2004,Male,No Education,743,634555.0
1921,Gujarat,2004,Male,Primary (Upto Class-5),975,3810131.0
1922,Gujarat,2005,Female,Diploma/Certificate,1,1979.0
1923,Gujarat,2005,Female,Graduate And Above,14,138107.0
1924,Gujarat,2005,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),70,273147.0
1925,Gujarat,2005,Female,Matriculate/Secondary (Upto Class-10),217,434420.0
1926,Gujarat,2005,Female,Middle (Upto Class-8),267,636329.0
1927,Gujarat,2005,Female,No Education,491,590654.0
1928,Gujarat,2005,Female,Primary (Upto Class-5),793,3095151.0
1929,Gujarat,2005,Male,Diploma/Certificate,14,5819.0
1930,Gujarat,2005,Male,Graduate And Above,35,215888.0
1931,Gujarat,2005,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),149,387931.0
1932,Gujarat,2005,Male,Matriculate/Secondary (Upto Class-10),438,638838.0
1933,Gujarat,2005,Male,Middle (Upto Class-8),520,948557.0
1934,Gujarat,2005,Male,No Education,629,660481.0
1935,Gujarat,2005,Male,Primary (Upto Class-5),1090,3847171.0
1936,Gujarat,2006,Female,Diploma/Certificate,2,2276.0
1937,Gujarat,2006,Female,Graduate And Above,14,158368.0
1938,Gujarat,2006,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),56,290420.0
1939,Gujarat,2006,Female,Matriculate/Secondary (Upto Class-10),228,452620.0
1940,Gujarat,2006,Female,Middle (Upto Class-8),330,664279.0
1941,Gujarat,2006,Female,No Education,559,616730.0
1942,Gujarat,2006,Female,Primary (Upto Class-5),796,3149478.0
1943,Gujarat,2006,Male,Diploma/Certificate,11,6593.0
1944,Gujarat,2006,Male,Graduate And Above,35,243581.0
1945,Gujarat,2006,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),146,413174.0
1946,Gujarat,2006,Male,Matriculate/Secondary (Upto Class-10),461,666766.0
1947,Gujarat,2006,Male,Middle (Upto Class-8),549,987744.0
1948,Gujarat,2006,Male,No Education,694,686407.0
1949,Gujarat,2006,Male,Primary (Upto Class-5),1138,3884211.0
1950,Gujarat,2007,Female,Diploma/Certificate,8,2573.0
1951,Gujarat,2007,Female,Graduate And Above,18,178629.0
1952,Gujarat,2007,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),89,307693.0
1953,Gujarat,2007,Female,Matriculate/Secondary (Upto Class-10),283,470820.0
1954,Gujarat,2007,Female,Middle (Upto Class-8),408,692229.0
1955,Gujarat,2007,Female,No Education,525,642806.0
1956,Gujarat,2007,Female,Primary (Upto Class-5),874,3203805.0
1957,Gujarat,2007,Male,Diploma/Certificate,16,7367.0
1958,Gujarat,2007,Male,Graduate And Above,80,271274.0
1959,Gujarat,2007,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),198,438417.0
1960,Gujarat,2007,Male,Matriculate/Secondary (Upto Class-10),604,694694.0
1961,Gujarat,2007,Male,Middle (Upto Class-8),640,1026931.0
1962,Gujarat,2007,Male,No Education,666,712333.0
1963,Gujarat,2007,Male,Primary (Upto Class-5),1164,3921251.0
1964,Gujarat,2008,Female,Diploma/Certificate,3,2870.0
1965,Gujarat,2008,Female,Graduate And Above,15,198890.0
1966,Gujarat,2008,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),104,324966.0
1967,Gujarat,2008,Female,Matriculate/Secondary (Upto Class-10),353,489020.0
1968,Gujarat,2008,Female,Middle (Upto Class-8),455,720179.0
1969,Gujarat,2008,Female,No Education,569,668882.0
1970,Gujarat,2008,Female,Primary (Upto Class-5),930,3258132.0
1971,Gujarat,2008,Male,Diploma/Certificate,13,8141.0
1972,Gujarat,2008,Male,Graduate And Above,74,298967.0
1973,Gujarat,2008,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),219,463660.0
1974,Gujarat,2008,Male,Matriculate/Secondary (Upto Class-10),617,722622.0
1975,Gujarat,2008,Male,Middle (Upto Class-8),742,1066118.0
1976,Gujarat,2008,Male,No Education,824,738259.0
1977,Gujarat,2008,Male,Primary (Upto Class-5),1239,3958291.0
1978,Gujarat,2009,Female,Diploma/Certificate,13,3167.0
1979,Gujarat,2009,Female,Graduate And Above,24,219151.0
1980,Gujarat,2009,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),102,342239.0
1981,Gujarat,2009,Female,Matriculate/Secondary (Upto Class-10),331,507220.0
1982,Gujarat,2009,Female,Middle (Upto Class-8),474,748129.0
1983,Gujarat,2009,Female,No Education,618,694958.0
1984,Gujarat,2009,Female,Primary (Upto Class-5),922,3312459.0
1985,Gujarat,2009,Male,Diploma/Certificate,15,8915.0
1986,Gujarat,2009,Male,Graduate And Above,60,326660.0
1987,Gujarat,2009,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),226,488903.0
1988,Gujarat,2009,Male,Matriculate/Secondary (Upto Class-10),643,750550.0
1989,Gujarat,2009,Male,Middle (Upto Class-8),744,1105305.0
1990,Gujarat,2009,Male,No Education,655,764185.0
1991,Gujarat,2009,Male,Primary (Upto Class-5),1322,3995331.0
1992,Gujarat,2010,Female,Diploma/Certificate,3,3464.0
1993,Gujarat,2010,Female,Graduate And Above,27,239412.0
1994,Gujarat,2010,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),86,359512.0
1995,Gujarat,2010,Female,Matriculate/Secondary (Upto Class-10),290,525420.0
1996,Gujarat,2010,Female,Middle (Upto Class-8),473,776079.0
1997,Gujarat,2010,Female,No Education,574,721034.0
1998,Gujarat,2010,Female,Primary (Upto Class-5),938,3366786.0
1999,Gujarat,2010,Male,Diploma/Certificate,21,9689.0
2000,Gujarat,2010,Male,Graduate And Above,80,354353.0
2001,Gujarat,2010,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),295,514146.0
2002,Gujarat,2010,Male,Matriculate/Secondary (Upto Class-10),639,778478.0
2003,Gujarat,2010,Male,Middle (Upto Class-8),775,1144492.0
2004,Gujarat,2010,Male,No Education,744,790111.0
2005,Gujarat,2010,Male,Primary (Upto Class-5),1245,4032371.0
2006,Gujarat,2011,Female,Diploma/Certificate,13,3755.0
2007,Gujarat,2011,Female,Graduate And Above,39,259665.0
2008,Gujarat,2011,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),98,376778.0
2009,Gujarat,2011,Female,Matriculate/Secondary (Upto Class-10),340,543614.0
2010,Gujarat,2011,Female,Middle (Upto Class-8),484,804026.0
2011,Gujarat,2011,Female,No Education,538,747109.0
2012,Gujarat,2011,Female,Primary (Upto Class-5),951,3421098.0
2013,Gujarat,2011,Male,Diploma/Certificate,25,10455.0
2014,Gujarat,2011,Male,Graduate And Above,73,382045.0
2015,Gujarat,2011,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),251,539380.0
2016,Gujarat,2011,Male,Matriculate/Secondary (Upto Class-10),681,806402.0
2017,Gujarat,2011,Male,Middle (Upto Class-8),774,1183679.0
2018,Gujarat,2011,Male,No Education,636,816028.0
2019,Gujarat,2011,Male,Primary (Upto Class-5),1464,4069401.0
2020,Gujarat,2012,Female,Diploma/Certificate,5,4052.0
2021,Gujarat,2012,Female,Graduate And Above,49,279926.0
2022,Gujarat,2012,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),164,394051.0
2023,Gujarat,2012,Female,Matriculate/Secondary (Upto Class-10),455,561814.0
2024,Gujarat,2012,Female,Middle (Upto Class-8),545,831976.0
2025,Gujarat,2012,Female,No Education,495,773185.0
2026,Gujarat,2012,Female,Primary (Upto Class-5),1024,3475425.0
2027,Gujarat,2012,Male,Diploma/Certificate,30,11229.0
2028,Gujarat,2012,Male,Graduate And Above,131,409738.0
2029,Gujarat,2012,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),318,564623.0
2030,Gujarat,2012,Male,Matriculate/Secondary (Upto Class-10),890,834330.0
2031,Gujarat,2012,Male,Middle (Upto Class-8),765,1222866.0
2032,Gujarat,2012,Male,No Education,660,841954.0
2033,Gujarat,2012,Male,Primary (Upto Class-5),1549,4106441.0
2034,Gujarat,2013,Female,Diploma/Certificate,13,4349.0
2035,Gujarat,2013,Female,Graduate And Above,53,300187.0
2036,Gujarat,2013,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),169,411324.0
2037,Gujarat,2013,Female,Matriculate/Secondary (Upto Class-10),448,580014.0
2038,Gujarat,2013,Female,Middle (Upto Class-8),449,859926.0
2039,Gujarat,2013,Female,No Education,434,799261.0
2040,Gujarat,2013,Female,Primary (Upto Class-5),1064,3529752.0
2041,Gujarat,2013,Male,Diploma/Certificate,52,12003.0
2042,Gujarat,2013,Male,Graduate And Above,141,437431.0
2043,Gujarat,2013,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),316,589866.0
2044,Gujarat,2013,Male,Matriculate/Secondary (Upto Class-10),874,862258.0
2045,Gujarat,2013,Male,Middle (Upto Class-8),889,1262053.0
2046,Gujarat,2013,Male,No Education,614,867880.0
2047,Gujarat,2013,Male,Primary (Upto Class-5),1631,4143481.0
2048,Gujarat,2014,Female,Diploma/Certificate,10,4646.0
2049,Gujarat,2014,Female,Graduate And Above,33,320448.0
2050,Gujarat,2014,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),250,428597.0
2051,Gujarat,2014,Female,Matriculate/Secondary (Upto Class-10),409,598214.0
2052,Gujarat,2014,Female,Middle (Upto Class-8),504,887876.0
2053,Gujarat,2014,Female,No Education,419,825337.0
2054,Gujarat,2014,Female,Primary (Upto Class-5),719,3584079.0
2055,Gujarat,2014,Female,Professionals (Mba; Etc.),1,62034.0
2056,Gujarat,2014,Female,Status Not Known,277,102232.0
2057,Gujarat,2014,Male,Diploma/Certificate,33,12777.0
2058,Gujarat,2014,Male,Graduate And Above,117,465124.0
2059,Gujarat,2014,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),492,615109.0
2060,Gujarat,2014,Male,Matriculate/Secondary (Upto Class-10),921,890186.0
2061,Gujarat,2014,Male,Middle (Upto Class-8),873,1301240.0
2062,Gujarat,2014,Male,No Education,514,893806.0
2063,Gujarat,2014,Male,Primary (Upto Class-5),1115,4180521.0
2064,Gujarat,2014,Male,Professionals (Mba; Etc.),6,139509.0
2065,Gujarat,2014,Male,Status Not Known,532,139312.0
2066,Haryana,2001,Female,Diploma/Certificate,15,761.0
2067,Haryana,2001,Female,Graduate And Above,3,30931.0
2068,Haryana,2001,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),67,109594.0
2069,Haryana,2001,Female,Matriculate/Secondary (Upto Class-10),165,185892.0
2070,Haryana,2001,Female,Middle (Upto Class-8),129,273866.0
2071,Haryana,2001,Female,No Education,169,213857.0
2072,Haryana,2001,Female,Primary (Upto Class-5),95,1471349.0
2073,Haryana,2001,Male,Diploma/Certificate,48,839.0
2074,Haryana,2001,Male,Graduate And Above,13,53971.0
2075,Haryana,2001,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),115,181422.0
2076,Haryana,2001,Male,Matriculate/Secondary (Upto Class-10),356,311728.0
2077,Haryana,2001,Male,Middle (Upto Class-8),305,403015.0
2078,Haryana,2001,Male,No Education,314,260104.0
2079,Haryana,2001,Male,Primary (Upto Class-5),208,1919462.0
2080,Haryana,2002,Female,Diploma/Certificate,7,909.0
2081,Haryana,2002,Female,Graduate And Above,7,43916.0
2082,Haryana,2002,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),33,126194.0
2083,Haryana,2002,Female,Matriculate/Secondary (Upto Class-10),214,203929.0
2084,Haryana,2002,Female,Middle (Upto Class-8),117,287651.0
2085,Haryana,2002,Female,No Education,164,225635.0
2086,Haryana,2002,Female,Primary (Upto Class-5),88,1475118.0
2087,Haryana,2002,Male,Diploma/Certificate,40,1315.0
2088,Haryana,2002,Male,Graduate And Above,21,69791.0
2089,Haryana,2002,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),77,202294.0
2090,Haryana,2002,Male,Matriculate/Secondary (Upto Class-10),384,332276.0
2091,Haryana,2002,Male,Middle (Upto Class-8),385,416037.0
2092,Haryana,2002,Male,No Education,383,273139.0
2093,Haryana,2002,Male,Primary (Upto Class-5),272,1921530.0
2094,Haryana,2003,Female,Diploma/Certificate,15,1057.0
2095,Haryana,2003,Female,Graduate And Above,8,56901.0
2096,Haryana,2003,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),59,142794.0
2097,Haryana,2003,Female,Matriculate/Secondary (Upto Class-10),168,221966.0
2098,Haryana,2003,Female,Middle (Upto Class-8),129,301436.0
2099,Haryana,2003,Female,No Education,128,237413.0
2100,Haryana,2003,Female,Primary (Upto Class-5),103,1478887.0
2101,Haryana,2003,Male,Diploma/Certificate,57,1791.0
2102,Haryana,2003,Male,Graduate And Above,31,85611.0
2103,Haryana,2003,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),125,223166.0
2104,Haryana,2003,Male,Matriculate/Secondary (Upto Class-10),425,352824.0
2105,Haryana,2003,Male,Middle (Upto Class-8),374,429059.0
2106,Haryana,2003,Male,No Education,353,286174.0
2107,Haryana,2003,Male,Primary (Upto Class-5),245,1923598.0
2108,Haryana,2004,Female,Diploma/Certificate,17,1205.0
2109,Haryana,2004,Female,Graduate And Above,11,69886.0
2110,Haryana,2004,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),42,159394.0
2111,Haryana,2004,Female,Matriculate/Secondary (Upto Class-10),219,240003.0
2112,Haryana,2004,Female,Middle (Upto Class-8),97,315221.0
2113,Haryana,2004,Female,No Education,150,249191.0
2114,Haryana,2004,Female,Primary (Upto Class-5),90,1482656.0
2115,Haryana,2004,Male,Diploma/Certificate,29,2267.0
2116,Haryana,2004,Male,Graduate And Above,29,101431.0
2117,Haryana,2004,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),104,244038.0
2118,Haryana,2004,Male,Matriculate/Secondary (Upto Class-10),378,373372.0
2119,Haryana,2004,Male,Middle (Upto Class-8),325,442081.0
2120,Haryana,2004,Male,No Education,350,299209.0
2121,Haryana,2004,Male,Primary (Upto Class-5),231,1925666.0
2122,Haryana,2005,Female,Diploma/Certificate,2,1353.0
2123,Haryana,2005,Female,Graduate And Above,2,82871.0
2124,Haryana,2005,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),21,175994.0
2125,Haryana,2005,Female,Matriculate/Secondary (Upto Class-10),182,258040.0
2126,Haryana,2005,Female,Middle (Upto Class-8),113,329006.0
2127,Haryana,2005,Female,No Education,130,260969.0
2128,Haryana,2005,Female,Primary (Upto Class-5),103,1486425.0
2129,Haryana,2005,Male,Diploma/Certificate,39,2743.0
2130,Haryana,2005,Male,Graduate And Above,32,117251.0
2131,Haryana,2005,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),157,264910.0
2132,Haryana,2005,Male,Matriculate/Secondary (Upto Class-10),450,393920.0
2133,Haryana,2005,Male,Middle (Upto Class-8),314,455103.0
2134,Haryana,2005,Male,No Education,255,312244.0
2135,Haryana,2005,Male,Primary (Upto Class-5),245,1927734.0
2136,Haryana,2006,Female,Diploma/Certificate,6,1501.0
2137,Haryana,2006,Female,Graduate And Above,6,95856.0
2138,Haryana,2006,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),23,192594.0
2139,Haryana,2006,Female,Matriculate/Secondary (Upto Class-10),76,276077.0
2140,Haryana,2006,Female,Middle (Upto Class-8),152,342791.0
2141,Haryana,2006,Female,No Education,139,272747.0
2142,Haryana,2006,Female,Primary (Upto Class-5),148,1490194.0
2143,Haryana,2006,Male,Diploma/Certificate,29,3219.0
2144,Haryana,2006,Male,Graduate And Above,24,133071.0
2145,Haryana,2006,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),196,285782.0
2146,Haryana,2006,Male,Matriculate/Secondary (Upto Class-10),463,414468.0
2147,Haryana,2006,Male,Middle (Upto Class-8),471,468125.0
2148,Haryana,2006,Male,No Education,284,325279.0
2149,Haryana,2006,Male,Primary (Upto Class-5),268,1929802.0
2150,Haryana,2007,Female,Diploma/Certificate,6,1649.0
2151,Haryana,2007,Female,Graduate And Above,4,108841.0
2152,Haryana,2007,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),34,209194.0
2153,Haryana,2007,Female,Matriculate/Secondary (Upto Class-10),151,294114.0
2154,Haryana,2007,Female,Middle (Upto Class-8),120,356576.0
2155,Haryana,2007,Female,No Education,140,284525.0
2156,Haryana,2007,Female,Primary (Upto Class-5),124,1493963.0
2157,Haryana,2007,Male,Diploma/Certificate,46,3695.0
2158,Haryana,2007,Male,Graduate And Above,44,148891.0
2159,Haryana,2007,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),208,306654.0
2160,Haryana,2007,Male,Matriculate/Secondary (Upto Class-10),606,435016.0
2161,Haryana,2007,Male,Middle (Upto Class-8),367,481147.0
2162,Haryana,2007,Male,No Education,315,338314.0
2163,Haryana,2007,Male,Primary (Upto Class-5),256,1931870.0
2164,Haryana,2008,Female,Diploma/Certificate,11,1797.0
2165,Haryana,2008,Female,Graduate And Above,8,121826.0
2166,Haryana,2008,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),52,225794.0
2167,Haryana,2008,Female,Matriculate/Secondary (Upto Class-10),161,312151.0
2168,Haryana,2008,Female,Middle (Upto Class-8),153,370361.0
2169,Haryana,2008,Female,No Education,148,296303.0
2170,Haryana,2008,Female,Primary (Upto Class-5),148,1497732.0
2171,Haryana,2008,Male,Diploma/Certificate,49,4171.0
