States/UTs,Year,CrimeHead,Male upto 14 years,Male 14-29 years,Male 30-45 years,Male 45-60 years,Male 60 years and above,Female upto 14 years,Female 14-29 years,Female 30-45 years,Female 45-60 years,Female 60 years and above
Rajasthan,2014,By Poison,4,151,135,78,21,4,96,54,18,6
Rajasthan,2014,By Consuming Insecticides,1,59,49,35,10,1,38,25,4,2
Rajasthan,2014,By Consuming other Poison,3,92,86,43,11,3,58,29,14,4
Rajasthan,2014,By Self inflicting  Injury,0,0,1,0,0,0,0,0,0,0
Rajasthan,2014,By Jumping from,1,59,61,43,9,1,14,10,9,3
Rajasthan,2014,Building,0,9,7,4,1,0,3,1,1,0
Rajasthan,2014,Other sites,1,26,24,25,5,1,9,6,4,2
Rajasthan,2014,By Jumping off moving trains/vehicles,0,24,30,14,3,0,2,3,4,1
Rajasthan,2014,By Coming under running vehicles/trains,1,34,21,18,9,0,7,4,3,0
Rajasthan,2014,By touching electric wire,5,62,33,13,2,0,6,11,0,1
Rajasthan,2014,By Other means,17,354,371,213,53,16,170,163,40,14
Rajasthan,2014,Total,42,1405,1115,532,141,35,660,389,111,29
Sikkim,2014,By consuming Sleeping Pills,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,By Drowning,1,3,1,1,0,0,1,1,0,0
Sikkim,2014,By Fire/Self Immolation,0,1,0,0,0,1,1,0,0,0
Sikkim,2014,By Firearms,0,0,0,0,0,0,1,0,0,0
Sikkim,2014,By Hanging,4,52,36,22,7,4,31,17,10,4
Sikkim,2014,By Poison,0,1,0,1,0,0,1,1,0,0
Sikkim,2014,By Consuming Insecticides,0,0,0,1,0,0,0,1,0,0
Sikkim,2014,By Consuming other Poison,0,1,0,0,0,0,1,0,0,0
Sikkim,2014,By Self inflicting  Injury,0,0,1,0,0,0,0,0,0,0
Sikkim,2014,By Jumping from,0,0,1,0,0,0,0,0,0,0
Sikkim,2014,Building,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Other sites,0,0,1,0,0,0,0,0,0,0
Sikkim,2014,By Jumping off moving trains/vehicles,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,By Coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,By touching electric wire,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,By Other means,1,5,12,9,2,1,1,6,2,0
Sikkim,2014,Total,6,62,51,33,9,6,36,25,12,4
Tamil Nadu,2014,By consuming Sleeping Pills,0,6,6,10,4,0,12,8,5,2
Tamil Nadu,2014,By Drowning,24,118,97,78,34,19,75,36,34,25
Tamil Nadu,2014,By Fire/Self Immolation,12,216,311,157,49,19,523,283,131,89
Tamil Nadu,2014,By Firearms,0,0,0,0,0,0,3,3,0,0
Tamil Nadu,2014,By Hanging,9,1426,1616,962,270,19,900,449,174,73
Tamil Nadu,2014,By Poison,12,1097,1254,1056,479,16,708,423,298,132
Tamil Nadu,2014,By Consuming Insecticides,0,325,394,335,167,0,226,147,83,35
Tamil Nadu,2014,By Consuming other Poison,12,772,860,721,312,16,482,276,215,97
Tamil Nadu,2014,By Self inflicting  Injury,0,5,7,3,3,0,4,3,2,2
Tamil Nadu,2014,By Jumping from,0,17,11,10,2,0,7,1,2,1
Tamil Nadu,2014,Building,0,8,4,8,0,0,2,0,0,1
Tamil Nadu,2014,Other sites,0,8,6,2,2,0,3,1,2,0
Tamil Nadu,2014,By Jumping off moving trains/vehicles,0,1,1,0,0,0,2,0,0,0
Tamil Nadu,2014,By Coming under running vehicles/trains,0,142,53,51,45,0,21,24,10,7
Tamil Nadu,2014,By touching electric wire,4,12,19,12,5,0,3,2,0,2
Tamil Nadu,2014,By Other means,40,404,362,316,137,98,157,177,110,63
Tamil Nadu,2014,Total,101,3443,3736,2655,1028,171,2413,1409,766,396
Telangana,2014,By consuming Sleeping Pills,0,2,6,3,0,1,7,1,1,2
Telangana,2014,By Drowning,3,149,199,67,22,3,76,60,33,44
Telangana,2014,By Fire/Self Immolation,4,131,159,93,22,5,196,153,49,21
Telangana,2014,By Firearms,0,4,7,0,0,0,0,0,0,1
Telangana,2014,By Hanging,4,747,732,494,159,9,344,225,98,53
Telangana,2014,By Poison,8,725,861,650,295,13,478,288,214,204
Telangana,2014,By Consuming Insecticides,4,404,503,391,216,8,294,199,171,171
Telangana,2014,By Consuming other Poison,4,321,358,259,79,5,184,89,43,33
Telangana,2014,By Self inflicting  Injury,0,5,7,7,2,0,6,7,5,0
Telangana,2014,By Jumping from,0,22,13,6,8,0,15,5,7,3
Telangana,2014,Building,0,13,5,2,1,0,6,1,1,1
Telangana,2014,Other sites,0,9,8,4,7,0,6,4,6,2
Telangana,2014,By Jumping off moving trains/vehicles,0,0,0,0,0,0,3,0,0,0
Telangana,2014,By Coming under running vehicles/trains,0,204,190,60,25,2,27,19,7,3
Telangana,2014,By touching electric wire,1,19,6,8,2,0,16,8,5,0
Telangana,2014,By Other means,5,149,192,107,85,5,91,85,41,18
Telangana,2014,Total,25,2157,2372,1495,620,38,1256,851,460,349
Tripura,2014,By consuming Sleeping Pills,0,0,1,1,0,0,0,0,0,0
Tripura,2014,By Drowning,0,11,4,2,0,0,0,0,1,0
Tripura,2014,By Fire/Self Immolation,0,0,3,1,3,1,21,14,3,4
Tripura,2014,By Firearms,0,0,2,2,0,0,0,0,0,0
Tripura,2014,By Hanging,10,120,89,54,23,3,70,32,16,10
Tripura,2014,By Poison,2,34,19,14,5,2,27,9,5,1
Tripura,2014,By Consuming Insecticides,0,3,3,3,1,0,4,1,0,1
Tripura,2014,By Consuming other Poison,2,31,16,11,4,2,23,8,5,0
Tripura,2014,By Self inflicting  Injury,0,0,1,3,0,0,0,0,0,0
Tripura,2014,By Jumping from,0,0,0,0,0,0,4,0,0,1
Tripura,2014,Building,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Other sites,0,0,0,0,0,0,4,0,0,1
Tripura,2014,By Jumping off moving trains/vehicles,0,0,0,0,0,0,0,0,0,0
Tripura,2014,By Coming under running vehicles/trains,0,5,1,1,0,0,3,2,1,1
Tripura,2014,By touching electric wire,1,6,4,4,0,0,1,1,0,1
Tripura,2014,By Other means,1,19,15,18,13,1,21,8,6,0
Tripura,2014,Total,14,195,139,100,44,7,147,66,32,18
Uttar Pradesh,2014,By consuming Sleeping Pills,0,9,8,10,0,0,1,0,1,0
Uttar Pradesh,2014,By Drowning,1,47,35,9,5,5,34,14,6,6
Uttar Pradesh,2014,By Fire/Self Immolation,2,27,28,8,1,3,137,43,17,0
Uttar Pradesh,2014,By Firearms,0,28,10,3,1,0,66,17,1,0
Uttar Pradesh,2014,By Hanging,14,488,326,108,23,21,442,135,22,6
Uttar Pradesh,2014,By Poison,2,115,98,41,9,1,127,35,8,2
Uttar Pradesh,2014,By Consuming Insecticides,1,29,32,16,1,0,32,11,2,0
Uttar Pradesh,2014,By Consuming other Poison,1,86,66,25,8,1,95,24,6,2
Uttar Pradesh,2014,By Self inflicting  Injury,5,16,14,2,2,0,6,4,2,0
Uttar Pradesh,2014,By Jumping from,1,43,40,6,6,1,11,8,3,5
Uttar Pradesh,2014,Building,0,15,16,0,1,0,3,2,0,0
Uttar Pradesh,2014,Other sites,0,11,15,1,4,0,3,2,0,4
Uttar Pradesh,2014,By Jumping off moving trains/vehicles,1,17,9,5,1,1,5,4,3,1
Uttar Pradesh,2014,By Coming under running vehicles/trains,1,11,4,4,2,0,3,5,1,0
Uttar Pradesh,2014,By touching electric wire,1,28,13,6,1,1,1,0,0,0
Uttar Pradesh,2014,By Other means,16,185,132,81,23,7,188,67,15,7
Uttar Pradesh,2014,Total,43,997,708,278,73,39,1016,328,76,26
Uttarakhand,2014,By consuming Sleeping Pills,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,By Drowning,0,4,0,1,1,0,1,0,0,0
Uttarakhand,2014,By Fire/Self Immolation,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,By Firearms,0,2,0,0,0,0,0,0,0,0
Uttarakhand,2014,By Hanging,1,22,10,4,3,1,17,5,0,0
Uttarakhand,2014,By Poison,0,28,6,4,2,0,9,7,3,0
Uttarakhand,2014,By Consuming Insecticides,0,11,1,0,1,0,1,1,1,0
Uttarakhand,2014,By Consuming other Poison,0,17,5,4,1,0,8,6,2,0
Uttarakhand,2014,By Self inflicting  Injury,0,7,0,0,0,0,0,0,0,0
Uttarakhand,2014,By Jumping from,0,6,0,0,0,0,2,0,0,0
Uttarakhand,2014,Building,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Other sites,0,6,0,0,0,0,2,0,0,0
Uttarakhand,2014,By Jumping off moving trains/vehicles,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,By Coming under running vehicles/trains,0,3,1,0,0,0,2,0,0,0
Uttarakhand,2014,By touching electric wire,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,By Other means,0,32,12,2,0,0,6,3,0,0
Uttarakhand,2014,Total,1,104,29,11,6,1,37,15,3,0
West Bengal,2014,By consuming Sleeping Pills,0,13,7,5,6,2,12,5,10,3
West Bengal,2014,By Drowning,131,186,113,44,23,17,107,59,22,2
West Bengal,2014,By Fire/Self Immolation,4,75,112,36,10,2,227,183,39,18
West Bengal,2014,By Firearms,0,4,4,2,0,0,0,0,0,0
West Bengal,2014,By Hanging,16,1183,1129,586,239,28,958,619,169,87
West Bengal,2014,By Poison,13,603,474,360,107,14,625,304,116,37
West Bengal,2014,By Consuming Insecticides,7,224,154,103,41,7,165,108,53,16
West Bengal,2014,By Consuming other Poison,6,379,320,257,66,7,460,196,63,21
West Bengal,2014,By Self inflicting  Injury,0,46,23,22,0,0,38,24,9,0
West Bengal,2014,By Jumping from,0,17,28,12,4,0,16,23,4,0
West Bengal,2014,Building,0,0,0,0,0,0,0,8,0,0
West Bengal,2014,Other sites,0,3,8,0,4,0,8,0,0,0
West Bengal,2014,By Jumping off moving trains/vehicles,0,14,20,12,0,0,8,15,4,0
West Bengal,2014,By Coming under running vehicles/trains,1,42,39,34,12,0,28,19,8,6
West Bengal,2014,By touching electric wire,4,16,8,1,1,3,12,9,0,0
West Bengal,2014,By Other means,34,1260,1203,445,149,36,877,480,116,51
West Bengal,2014,Total,203,3445,3140,1547,551,102,2900,1725,493,204
A & N Islands,2014,By consuming Sleeping Pills,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,By Drowning,0,1,0,1,0,0,0,1,0,0
A & N Islands,2014,By Fire/Self Immolation,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,By Firearms,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,By Hanging,1,32,32,22,19,0,24,3,2,4
A & N Islands,2014,By Poison,0,1,2,1,0,1,0,0,0,1
A & N Islands,2014,By Consuming Insecticides,0,0,1,1,0,0,0,0,0,0
A & N Islands,2014,By Consuming other Poison,0,1,1,0,0,1,0,0,0,1
A & N Islands,2014,By Self inflicting  Injury,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,By Jumping from,0,0,1,0,0,0,0,0,0,0
A & N Islands,2014,Building,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Other sites,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,By Jumping off moving trains/vehicles,0,0,1,0,0,0,0,0,0,0
A & N Islands,2014,By Coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,By touching electric wire,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,By Other means,0,1,1,0,0,1,2,0,0,1
A & N Islands,2014,Total,1,35,36,24,19,2,26,4,2,6
Chandigarh,2014,By consuming Sleeping Pills,0,0,0,1,0,0,0,0,0,0
Chandigarh,2014,By Drowning,0,0,0,1,0,0,1,0,0,0
Chandigarh,2014,By Fire/Self Immolation,0,0,3,1,0,0,2,3,0,0
Chandigarh,2014,By Firearms,0,0,1,2,0,0,0,0,0,0
Chandigarh,2014,By Hanging,0,26,17,3,0,0,20,5,3,0
Chandigarh,2014,By Poison,0,5,2,3,1,0,4,0,0,0
Chandigarh,2014,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,By Consuming other Poison,0,5,2,3,1,0,4,0,0,0
Chandigarh,2014,By Self inflicting  Injury,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,By Jumping from,0,0,0,0,0,0,1,0,0,0
Chandigarh,2014,Building,0,0,0,0,0,0,1,0,0,0
Chandigarh,2014,Other sites,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,By Jumping off moving trains/vehicles,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,By Coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,By touching electric wire,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,By Other means,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Total,0,31,23,11,1,0,28,8,3,0
D&N Haveli,2014,By consuming Sleeping Pills,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,By Drowning,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,By Fire/Self Immolation,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,By Firearms,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,By Hanging,1,17,9,4,3,0,16,3,1,2
D&N Haveli,2014,By Poison,0,2,3,4,2,0,8,1,0,0
D&N Haveli,2014,By Consuming Insecticides,0,0,1,2,2,0,5,1,0,0
D&N Haveli,2014,By Consuming other Poison,0,2,2,2,0,0,3,0,0,0
D&N Haveli,2014,By Self inflicting  Injury,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,By Jumping from,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Building,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Other sites,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,By Jumping off moving trains/vehicles,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,By Coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,By touching electric wire,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,By Other means,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Total,1,19,12,8,5,0,24,4,1,2
Daman & Diu,2014,By consuming Sleeping Pills,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,By Drowning,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,By Fire/Self Immolation,0,0,0,0,0,0,1,0,0,0
Daman & Diu,2014,By Firearms,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,By Hanging,0,11,6,2,1,0,2,2,0,0
Daman & Diu,2014,By Poison,0,0,2,0,0,0,0,0,0,0
Daman & Diu,2014,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,By Consuming other Poison,0,0,2,0,0,0,0,0,0,0
Daman & Diu,2014,By Self inflicting  Injury,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,By Jumping from,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Building,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Other sites,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,By Jumping off moving trains/vehicles,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,By Coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,By touching electric wire,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,By Other means,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Total,0,11,8,2,1,0,3,2,0,0
Delhi UT,2014,By consuming Sleeping Pills,0,8,5,1,3,0,0,6,2,0
Delhi UT,2014,By Drowning,0,2,2,0,0,0,0,1,0,0
Delhi UT,2014,By Fire/Self Immolation,0,11,7,3,1,0,7,1,4,0
Delhi UT,2014,By Firearms,0,2,15,1,0,0,1,2,0,0
Delhi UT,2014,By Hanging,12,477,288,102,29,17,323,96,9,4
Delhi UT,2014,By Poison,0,55,26,17,4,1,39,21,0,0
Delhi UT,2014,By Consuming Insecticides,0,16,2,1,3,1,6,4,0,0
Delhi UT,2014,By Consuming other Poison,0,39,24,16,1,0,33,17,0,0
Delhi UT,2014,By Self inflicting  Injury,0,9,7,3,0,0,2,0,0,0
Delhi UT,2014,By Jumping from,0,5,6,5,2,0,14,5,4,2
Delhi UT,2014,Building,0,3,4,2,2,0,11,4,4,2
Delhi UT,2014,Other sites,0,2,0,0,0,0,2,0,0,0
Delhi UT,2014,By Jumping off moving trains/vehicles,0,0,2,3,0,0,1,1,0,0
Delhi UT,2014,By Coming under running vehicles/trains,0,0,0,1,0,0,0,1,0,0
Delhi UT,2014,By touching electric wire,0,4,1,1,0,0,3,0,2,0
Delhi UT,2014,By Other means,6,158,58,71,16,5,57,15,9,18
Delhi UT,2014,Total,18,731,415,205,55,23,446,148,30,24
Lakshadweep,2014,By consuming Sleeping Pills,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,By Drowning,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,By Fire/Self Immolation,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,By Firearms,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,By Hanging,0,1,1,0,0,0,0,1,0,0
Lakshadweep,2014,By Poison,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,By Consuming other Poison,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,By Self inflicting  Injury,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,By Jumping from,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Building,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Other sites,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,By Jumping off moving trains/vehicles,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,By Coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,By touching electric wire,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,By Other means,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Total,0,1,1,0,0,0,0,1,0,0
Puducherry,2014,By consuming Sleeping Pills,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,By Drowning,2,5,4,0,2,0,1,1,0,0
Puducherry,2014,By Fire/Self Immolation,0,0,4,2,1,1,4,4,0,1
Puducherry,2014,By Firearms,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,By Hanging,1,70,105,80,17,0,48,21,12,17
Puducherry,2014,By Poison,0,7,12,13,4,0,4,4,3,0
Puducherry,2014,By Consuming Insecticides,0,3,4,3,0,0,3,1,1,0
Puducherry,2014,By Consuming other Poison,0,4,8,10,4,0,1,3,2,0
Puducherry,2014,By Self inflicting  Injury,0,2,1,0,0,0,6,1,0,0
Puducherry,2014,By Jumping from,0,3,3,0,1,0,0,0,0,0
Puducherry,2014,Building,0,1,0,0,0,0,0,0,0,0
Puducherry,2014,Other sites,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,By Jumping off moving trains/vehicles,0,2,3,0,1,0,0,0,0,0
Puducherry,2014,By Coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,By touching electric wire,0,0,1,0,0,0,0,0,0,0
Puducherry,2014,By Other means,1,12,47,48,44,0,10,9,3,2
Puducherry,2014,Total,4,99,177,143,69,1,73,40,18,20
Total (States),2014,By consuming Sleeping Pills,0,178,111,96,40,5,114,70,53,21
Total (States),2014,By Drowning,226,1807,1489,826,397,91,1230,648,346,341
Total (States),2014,By Fire/Self Immolation,38,1197,1384,662,231,72,2886,1626,572,392
Total (States),2014,By Firearms,1,151,111,46,16,0,95,46,10,7
Total (States),2014,By Hanging,220,13897,13387,7776,2741,251,8475,3996,1595,679
Total (States),2014,By Poison,127,7621,7745,5233,2236,120,5515,3082,1543,779
Total (States),2014,By Consuming Insecticides,43,3145,3286,2217,1076,47,2147,1283,635,401
Total (States),2014,By Consuming other Poison,84,4476,4459,3016,1160,73,3368,1799,908,378
Total (States),2014,By Self inflicting  Injury,7,128,99,78,29,0,104,60,23,7
Total (States),2014,By Jumping from,4,394,353,169,67,2,170,101,58,38
Total (States),2014,Building,0,128,102,47,20,0,58,36,16,15
Total (States),2014,Other sites,2,128,121,53,28,1,65,23,20,15
Total (States),2014,By Jumping off moving trains/vehicles,2,138,130,69,19,1,47,42,22,8
Total (States),2014,By Coming under running vehicles/trains,6,1077,943,556,279,6,202,174,87,54
Total (States),2014,By touching electric wire,24,284,190,80,19,5,69,44,19,6
Total (States),2014,By Other means,222,4364,4175,2524,902,243,2615,1669,888,278
Total (States),2014,Total,875,31098,29987,18046,6957,795,21475,11516,5194,2602
Total (UTs),2014,By consuming Sleeping Pills,0,8,5,2,3,0,0,6,2,0
Total (UTs),2014,By Drowning,2,8,6,2,2,0,2,3,0,0
Total (UTs),2014,By Fire/Self Immolation,0,11,14,6,2,1,14,8,4,1
Total (UTs),2014,By Firearms,0,2,16,3,0,0,1,2,0,0
Total (UTs),2014,By Hanging,15,634,458,213,69,17,433,131,27,27
Total (UTs),2014,By Poison,0,70,47,38,11,2,55,26,3,1
Total (UTs),2014,By Consuming Insecticides,0,19,8,7,5,1,14,6,1,0
Total (UTs),2014,By Consuming other Poison,0,51,39,31,6,1,41,20,2,1
Total (UTs),2014,By Self inflicting  Injury,0,11,8,3,0,0,8,1,0,0
Total (UTs),2014,By Jumping from,0,8,10,5,3,0,15,5,4,2
Total (UTs),2014,Building,0,4,4,2,2,0,12,4,4,2
Total (UTs),2014,Other sites,0,2,0,0,0,0,2,0,0,0
Total (UTs),2014,By Jumping off moving trains/vehicles,0,2,6,3,1,0,1,1,0,0
Total (UTs),2014,By Coming under running vehicles/trains,0,0,0,1,0,0,0,1,0,0
Total (UTs),2014,By touching electric wire,0,4,2,1,0,0,3,0,2,0
Total (UTs),2014,By Other means,7,171,106,119,60,6,69,24,12,21
Total (UTs),2014,Total,24,927,672,393,150,26,600,207,54,52
Total (All India),2014,By consuming Sleeping Pills,0,186,116,98,43,5,114,76,55,21
Total (All India),2014,By Drowning,228,1815,1495,828,399,91,1232,651,346,341
Total (All India),2014,By Fire/Self Immolation,38,1208,1398,668,233,73,2900,1634,576,393
Total (All India),2014,By Firearms,1,153,127,49,16,0,96,48,10,7
Total (All India),2014,By Hanging,235,14531,13845,7989,2810,268,8908,4127,1622,706
Total (All India),2014,By Poison,127,7691,7792,5271,2247,122,5570,3108,1546,780
Total (All India),2014,By Consuming Insecticides,43,3164,3294,2224,1081,48,2161,1289,636,401
Total (All India),2014,By Consuming other Poison,84,4527,4498,3047,1166,74,3409,1819,910,379
Total (All India),2014,By Self inflicting  Injury,7,139,107,81,29,0,112,61,23,7
Total (All India),2014,By Jumping from,4,402,363,174,70,2,185,106,62,40
Total (All India),2014,Building,0,132,106,49,22,0,70,40,20,17
Total (All India),2014,Other sites,2,130,121,53,28,1,67,23,20,15
Total (All India),2014,By Jumping off moving trains/vehicles,2,140,136,72,20,1,48,43,22,8
Total (All India),2014,By Coming under running vehicles/trains,6,1077,943,557,279,6,202,175,87,54
Total (All India),2014,By touching electric wire,24,288,192,81,19,5,72,44,21,6
Total (All India),2014,By Other means,229,4535,4281,2643,962,249,2684,1693,900,299
Total (All India),2014,Total,899,32025,30659,18439,7107,821,22075,11723,5248,2654
