State,Gender,Type,Total,Year
West Bengal,Female,Primary,2576174.0,2011
West Bengal,Female,Technical diploma or certificate not equal to degree,6468.0,2011
West Bengal,Female,Unclassified,32592.0,2011
West Bengal,Female,Illiterates,915976.0,2011
West Bengal,Female,Literates,9112604.0,2011
West Bengal,Female,Population attending educational institution,10028580.0,2011
West Bengal,Female,Total population,44467088.0,2011
West Bengal,Male,Below Primary,3203729.0,2011
West Bengal,Male,Graduate & above,453098.0,2011
West Bengal,Male,Higher Secondary/Intermediate Pre-University/Senior secondary,634475.0,2011
West Bengal,Male,Literate without education level,138399.0,2011
West Bengal,Male,Matric/Secondary,1076592.0,2011
West Bengal,Male,Middle,1716408.0,2011
West Bengal,Male,Non-technical diploma or certificate not equal to degree,4416.0,2011
West Bengal,Male,Primary,2599899.0,2011
West Bengal,Male,Technical diploma or certificate not equal to degree,29463.0,2011
West Bengal,Male,Unclassified,39568.0,2011
West Bengal,Male,Illiterates,933191.0,2011
West Bengal,Male,Literates,9896047.0,2011
West Bengal,Male,Population attending educational institution,10829238.0,2011
West Bengal,Male,Total population,46809027.0,2011
Jharkhand,Female,Below Primary,1504879.0,2011
Jharkhand,Female,Graduate & above,89495.0,2011
Jharkhand,Female,Higher Secondary/Intermediate Pre-University/Senior secondary,241472.0,2011
Jharkhand,Female,Literate without education level,30822.0,2011
Jharkhand,Female,Matric/Secondary,307798.0,2011
Jharkhand,Female,Middle,508489.0,2011
Jharkhand,Female,Non-technical diploma or certificate not equal to degree,1746.0,2011
Jharkhand,Female,Primary,1012076.0,2011
Jharkhand,Female,Technical diploma or certificate not equal to degree,4186.0,2011
Jharkhand,Female,Unclassified,660.0,2011
Jharkhand,Female,Illiterates,510999.0,2011
Jharkhand,Female,Literates,3701623.0,2011
Jharkhand,Female,Population attending educational institution,4212622.0,2011
Jharkhand,Female,Total population,16057819.0,2011
Jharkhand,Male,Below Primary,1630776.0,2011
Jharkhand,Male,Graduate & above,173348.0,2011
Jharkhand,Male,Higher Secondary/Intermediate Pre-University/Senior secondary,417937.0,2011
Jharkhand,Male,Literate without education level,43776.0,2011
Jharkhand,Male,Matric/Secondary,450070.0,2011
Jharkhand,Male,Middle,626090.0,2011
Jharkhand,Male,Non-technical diploma or certificate not equal to degree,3804.0,2011
Jharkhand,Male,Primary,1119919.0,2011
Jharkhand,Male,Technical diploma or certificate not equal to degree,20225.0,2011
Jharkhand,Male,Unclassified,1140.0,2011
Jharkhand,Male,Illiterates,508935.0,2011
Jharkhand,Male,Literates,4487085.0,2011
Jharkhand,Male,Population attending educational institution,4996020.0,2011
Jharkhand,Male,Total population,16930315.0,2011
Odisha,Female,Below Primary,1297688.0,2011
Odisha,Female,Graduate & above,60435.0,2011
Odisha,Female,Higher Secondary/Intermediate Pre-University/Senior secondary,218649.0,2011
Odisha,Female,Literate without education level,30410.0,2011
Odisha,Female,Matric/Secondary,315368.0,2011
Odisha,Female,Middle,672937.0,2011
Odisha,Female,Non-technical diploma or certificate not equal to degree,2327.0,2011
Odisha,Female,Primary,1098572.0,2011
Odisha,Female,Technical diploma or certificate not equal to degree,10317.0,2011
Odisha,Female,Unclassified,9303.0,2011
Odisha,Female,Illiterates,532047.0,2011
Odisha,Female,Literates,3716006.0,2011
Odisha,Female,Population attending educational institution,4248053.0,2011
Odisha,Female,Total population,20762082.0,2011
Odisha,Male,Below Primary,1386420.0,2011
Odisha,Male,Graduate & above,105728.0,2011
Odisha,Male,Higher Secondary/Intermediate Pre-University/Senior secondary,298936.0,2011
Odisha,Male,Literate without education level,39858.0,2011
Odisha,Male,Matric/Secondary,383141.0,2011
Odisha,Male,Middle,719613.0,2011
Odisha,Male,Non-technical diploma or certificate not equal to degree,10361.0,2011
Odisha,Male,Primary,1167592.0,2011
Odisha,Male,Technical diploma or certificate not equal to degree,49224.0,2011
Odisha,Male,Unclassified,11267.0,2011
Odisha,Male,Illiterates,559616.0,2011
Odisha,Male,Literates,4172140.0,2011
Odisha,Male,Population attending educational institution,4731756.0,2011
Odisha,Male,Total population,21212136.0,2011
Chhattisgarh,Female,Below Primary,1079591.0,2011
Chhattisgarh,Female,Graduate & above,53927.0,2011
Chhattisgarh,Female,Higher Secondary/Intermediate Pre-University/Senior secondary,149906.0,2011
Chhattisgarh,Female,Literate without education level,24350.0,2011
Chhattisgarh,Female,Matric/Secondary,237751.0,2011
Chhattisgarh,Female,Middle,445071.0,2011
Chhattisgarh,Female,Non-technical diploma or certificate not equal to degree,422.0,2011
Chhattisgarh,Female,Primary,791498.0,2011
Chhattisgarh,Female,Technical diploma or certificate not equal to degree,2630.0,2011
Chhattisgarh,Female,Unclassified,8280.0,2011
Chhattisgarh,Female,Illiterates,423214.0,2011
Chhattisgarh,Female,Literates,2793426.0,2011
Chhattisgarh,Female,Population attending educational institution,3216640.0,2011
Chhattisgarh,Female,Total population,12712303.0,2011
Chhattisgarh,Male,Below Primary,1143282.0,2011
Chhattisgarh,Male,Graduate & above,79664.0,2011
Chhattisgarh,Male,Higher Secondary/Intermediate Pre-University/Senior secondary,208335.0,2011
Chhattisgarh,Male,Literate without education level,27903.0,2011
Chhattisgarh,Male,Matric/Secondary,279760.0,2011
Chhattisgarh,Male,Middle,480984.0,2011
Chhattisgarh,Male,Non-technical diploma or certificate not equal to degree,648.0,2011
Chhattisgarh,Male,Primary,830467.0,2011
Chhattisgarh,Male,Technical diploma or certificate not equal to degree,9562.0,2011
Chhattisgarh,Male,Unclassified,9723.0,2011
Chhattisgarh,Male,Illiterates,423744.0,2011
Chhattisgarh,Male,Literates,3070328.0,2011
Chhattisgarh,Male,Population attending educational institution,3494072.0,2011
Chhattisgarh,Male,Total population,12832895.0,2011
Madhya Pradesh,Female,Below Primary,3026354.0,2011
Madhya Pradesh,Female,Graduate & above,216961.0,2011
Madhya Pradesh,Female,Higher Secondary/Intermediate Pre-University/Senior secondary,403783.0,2011
Madhya Pradesh,Female,Literate without education level,79567.0,2011
Madhya Pradesh,Female,Matric/Secondary,602095.0,2011
Madhya Pradesh,Female,Middle,1197541.0,2011
Madhya Pradesh,Female,Non-technical diploma or certificate not equal to degree,1065.0,2011
Madhya Pradesh,Female,Primary,2352968.0,2011
Madhya Pradesh,Female,Technical diploma or certificate not equal to degree,6875.0,2011
Madhya Pradesh,Female,Unclassified,21014.0,2011
Madhya Pradesh,Female,Illiterates,1110095.0,2011
Madhya Pradesh,Female,Literates,7908223.0,2011
Madhya Pradesh,Female,Population attending educational institution,9018318.0,2011
Madhya Pradesh,Female,Total population,35014503.0,2011
Madhya Pradesh,Male,Below Primary,3324645.0,2011
Madhya Pradesh,Male,Graduate & above,356581.0,2011
Madhya Pradesh,Male,Higher Secondary/Intermediate Pre-University/Senior secondary,637095.0,2011
Madhya Pradesh,Male,Literate without education level,99561.0,2011
Madhya Pradesh,Male,Matric/Secondary,858165.0,2011
Madhya Pradesh,Male,Middle,1480488.0,2011
Madhya Pradesh,Male,Non-technical diploma or certificate not equal to degree,1960.0,2011
Madhya Pradesh,Male,Primary,2554079.0,2011
Madhya Pradesh,Male,Technical diploma or certificate not equal to degree,24644.0,2011
Madhya Pradesh,Male,Unclassified,27193.0,2011
Madhya Pradesh,Male,Illiterates,1148298.0,2011
Madhya Pradesh,Male,Literates,9364411.0,2011
Madhya Pradesh,Male,Population attending educational institution,10512709.0,2011
Madhya Pradesh,Male,Total population,37612306.0,2011
Gujarat,Female,Below Primary,1837329.0,2011
Gujarat,Female,Graduate & above,259665.0,2011
Gujarat,Female,Higher Secondary/Intermediate Pre-University/Senior secondary,376778.0,2011
Gujarat,Female,Literate without education level,64614.0,2011
Gujarat,Female,Matric/Secondary,543614.0,2011
Gujarat,Female,Middle,804026.0,2011
Gujarat,Female,Non-technical diploma or certificate not equal to degree,3755.0,2011
Gujarat,Female,Primary,1583769.0,2011
Gujarat,Female,Technical diploma or certificate not equal to degree,50502.0,2011
Gujarat,Female,Unclassified,15235.0,2011
Gujarat,Female,Illiterates,747109.0,2011
Gujarat,Female,Literates,5539287.0,2011
Gujarat,Female,Population attending educational institution,6286396.0,2011
Gujarat,Female,Total population,28948432.0,2011
Gujarat,Male,Below Primary,2171237.0,2011
Gujarat,Male,Graduate & above,382045.0,2011
Gujarat,Male,Higher Secondary/Intermediate Pre-University/Senior secondary,539380.0,2011
Gujarat,Male,Literate without education level,90758.0,2011
Gujarat,Male,Matric/Secondary,806402.0,2011
Gujarat,Male,Middle,1183679.0,2011
Gujarat,Male,Non-technical diploma or certificate not equal to degree,10455.0,2011
Gujarat,Male,Primary,1898164.0,2011
Gujarat,Male,Technical diploma or certificate not equal to degree,117297.0,2011
Gujarat,Male,Unclassified,18776.0,2011
Gujarat,Male,Illiterates,816028.0,2011
Gujarat,Male,Literates,7218193.0,2011
Gujarat,Male,Population attending educational institution,8034221.0,2011
Gujarat,Male,Total population,31491260.0,2011
Daman & Diu,Female,Below Primary,5687.0,2011
Daman & Diu,Female,Graduate & above,448.0,2011
Daman & Diu,Female,Higher Secondary/Intermediate Pre-University/Senior secondary,1308.0,2011
Daman & Diu,Female,Literate without education level,147.0,2011
Daman & Diu,Female,Matric/Secondary,2171.0,2011
Daman & Diu,Female,Middle,3016.0,2011
Daman & Diu,Female,Non-technical diploma or certificate not equal to degree,14.0,2011
Daman & Diu,Female,Primary,4539.0,2011
Daman & Diu,Female,Technical diploma or certificate not equal to degree,190.0,2011
Daman & Diu,Female,Unclassified,29.0,2011
Daman & Diu,Female,Illiterates,2551.0,2011
Daman & Diu,Female,Literates,17549.0,2011
Daman & Diu,Female,Population attending educational institution,20100.0,2011
Daman & Diu,Female,Total population,92946.0,2011
Daman & Diu,Male,Below Primary,6711.0,2011
Daman & Diu,Male,Graduate & above,779.0,2011
Daman & Diu,Male,Higher Secondary/Intermediate Pre-University/Senior secondary,1820.0,2011
Daman & Diu,Male,Literate without education level,219.0,2011
Daman & Diu,Male,Matric/Secondary,2876.0,2011
Daman & Diu,Male,Middle,3690.0,2011
Daman & Diu,Male,Non-technical diploma or certificate not equal to degree,26.0,2011
Daman & Diu,Male,Primary,5437.0,2011
Daman & Diu,Male,Technical diploma or certificate not equal to degree,399.0,2011
Daman & Diu,Male,Unclassified,47.0,2011
Daman & Diu,Male,Illiterates,2671.0,2011
Daman & Diu,Male,Literates,22004.0,2011
Daman & Diu,Male,Population attending educational institution,24675.0,2011
Daman & Diu,Male,Total population,150301.0,2011
D & N Haveli,Female,Below Primary,12735.0,2011
D & N Haveli,Female,Graduate & above,1339.0,2011
D & N Haveli,Female,Higher Secondary/Intermediate Pre-University/Senior secondary,1652.0,2011
D & N Haveli,Female,Literate without education level,385.0,2011
D & N Haveli,Female,Matric/Secondary,2477.0,2011
D & N Haveli,Female,Middle,4867.0,2011
D & N Haveli,Female,Non-technical diploma or certificate not equal to degree,13.0,2011
D & N Haveli,Female,Primary,9881.0,2011
D & N Haveli,Female,Technical diploma or certificate not equal to degree,368.0,2011
D & N Haveli,Female,Unclassified,58.0,2011
D & N Haveli,Female,Illiterates,4010.0,2011
D & N Haveli,Female,Literates,33775.0,2011
D & N Haveli,Female,Population attending educational institution,37785.0,2011
D & N Haveli,Female,Total population,149949.0,2011
D & N Haveli,Male,Below Primary,14334.0,2011
D & N Haveli,Male,Graduate & above,2063.0,2011
D & N Haveli,Male,Higher Secondary/Intermediate Pre-University/Senior secondary,2726.0,2011
D & N Haveli,Male,Literate without education level,552.0,2011
D & N Haveli,Male,Matric/Secondary,4260.0,2011
D & N Haveli,Male,Middle,7530.0,2011
D & N Haveli,Male,Non-technical diploma or certificate not equal to degree,55.0,2011
D & N Haveli,Male,Primary,11759.0,2011
D & N Haveli,Male,Technical diploma or certificate not equal to degree,716.0,2011
D & N Haveli,Male,Unclassified,88.0,2011
D & N Haveli,Male,Illiterates,4395.0,2011
D & N Haveli,Male,Literates,44083.0,2011
D & N Haveli,Male,Population attending educational institution,48478.0,2011
D & N Haveli,Male,Total population,193760.0,2011
Maharashtra,Female,Below Primary,3510936.0,2011
Maharashtra,Female,Graduate & above,529859.0,2011
Maharashtra,Female,Higher Secondary/Intermediate Pre-University/Senior secondary,1150058.0,2011
Maharashtra,Female,Literate without education level,107826.0,2011
Maharashtra,Female,Matric/Secondary,1449866.0,2011
Maharashtra,Female,Middle,1817212.0,2011
Maharashtra,Female,Non-technical diploma or certificate not equal to degree,7513.0,2011
Maharashtra,Female,Primary,2822779.0,2011
Maharashtra,Female,Technical diploma or certificate not equal to degree,62472.0,2011
Maharashtra,Female,Unclassified,39093.0,2011
Maharashtra,Female,Illiterates,1947630.0,2011
Maharashtra,Female,Literates,11497614.0,2011
Maharashtra,Female,Population attending educational institution,13445244.0,2011
Maharashtra,Female,Total population,54131277.0,2011
Maharashtra,Male,Below Primary,4010569.0,2011
Maharashtra,Male,Graduate & above,832400.0,2011
Maharashtra,Male,Higher Secondary/Intermediate Pre-University/Senior secondary,1682809.0,2011
Maharashtra,Male,Literate without education level,146335.0,2011
Maharashtra,Male,Matric/Secondary,1839021.0,2011
Maharashtra,Male,Middle,2169490.0,2011
Maharashtra,Male,Non-technical diploma or certificate not equal to degree,17217.0,2011
Maharashtra,Male,Primary,3216407.0,2011
Maharashtra,Male,Technical diploma or certificate not equal to degree,180027.0,2011
Maharashtra,Male,Unclassified,49450.0,2011
Maharashtra,Male,Illiterates,1885895.0,2011
Maharashtra,Male,Literates,14143725.0,2011
Maharashtra,Male,Population attending educational institution,16029620.0,2011
Maharashtra,Male,Total population,58243056.0,2011
Andhra Pradesh,Female,Below Primary,2230558.0,2011
Andhra Pradesh,Female,Graduate & above,472951.0,2011
Andhra Pradesh,Female,Higher Secondary/Intermediate Pre-University/Senior secondary,928625.0,2011
Andhra Pradesh,Female,Literate without education level,102733.0,2011
Andhra Pradesh,Female,Matric/Secondary,1191028.0,2011
Andhra Pradesh,Female,Middle,1371377.0,2011
Andhra Pradesh,Female,Non-technical diploma or certificate not equal to degree,6566.0,2011
Andhra Pradesh,Female,Primary,2163699.0,2011
Andhra Pradesh,Female,Technical diploma or certificate not equal to degree,55042.0,2011
Andhra Pradesh,Female,Unclassified,57196.0,2011
Andhra Pradesh,Female,Illiterates,1388012.0,2011
Andhra Pradesh,Female,Literates,8579775.0,2011
Andhra Pradesh,Female,Population attending educational institution,9967787.0,2011
Andhra Pradesh,Female,Total population,42138631.0,2011
Andhra Pradesh,Male,Below Primary,2486781.0,2011
Andhra Pradesh,Male,Graduate & above,892773.0,2011
Andhra Pradesh,Male,Higher Secondary/Intermediate Pre-University/Senior secondary,1344027.0,2011
Andhra Pradesh,Male,Literate without education level,144552.0,2011
Andhra Pradesh,Male,Matric/Secondary,1391748.0,2011
Andhra Pradesh,Male,Middle,1498152.0,2011
Andhra Pradesh,Male,Non-technical diploma or certificate not equal to degree,21487.0,2011
Andhra Pradesh,Male,Primary,2307900.0,2011
Andhra Pradesh,Male,Technical diploma or certificate not equal to degree,179844.0,2011
Andhra Pradesh,Male,Unclassified,72500.0,2011
Andhra Pradesh,Male,Illiterates,1394085.0,2011
Andhra Pradesh,Male,Literates,10339764.0,2011
Andhra Pradesh,Male,Population attending educational institution,11733849.0,2011
Andhra Pradesh,Male,Total population,42442146.0,2011
Karnataka,Female,Below Primary,1818566.0,2011
Karnataka,Female,Graduate & above,276582.0,2011
Karnataka,Female,Higher Secondary/Intermediate Pre-University/Senior secondary,644946.0,2011
Karnataka,Female,Literate without education level,84591.0,2011
Karnataka,Female,Matric/Secondary,656539.0,2011
Karnataka,Female,Middle,945484.0,2011
Karnataka,Female,Non-technical diploma or certificate not equal to degree,15354.0,2011
Karnataka,Female,Primary,1522035.0,2011
Karnataka,Female,Technical diploma or certificate not equal to degree,48574.0,2011
Karnataka,Female,Unclassified,11874.0,2011
Karnataka,Female,Illiterates,725608.0,2011
Karnataka,Female,Literates,6024545.0,2011
Karnataka,Female,Population attending educational institution,6750153.0,2011
Karnataka,Female,Total population,30128640.0,2011
Karnataka,Male,Below Primary,1979030.0,2011
Karnataka,Male,Graduate & above,437271.0,2011
Karnataka,Male,Higher Secondary/Intermediate Pre-University/Senior secondary,821050.0,2011
Karnataka,Male,Literate without education level,113861.0,2011
Karnataka,Male,Matric/Secondary,720317.0,2011
Karnataka,Male,Middle,1074673.0,2011
Karnataka,Male,Non-technical diploma or certificate not equal to degree,48048.0,2011
Karnataka,Male,Primary,1661645.0,2011
Karnataka,Male,Technical diploma or certificate not equal to degree,158297.0,2011
Karnataka,Male,Unclassified,19125.0,2011
Karnataka,Male,Illiterates,691958.0,2011
Karnataka,Male,Literates,7033317.0,2011
Karnataka,Male,Population attending educational institution,7725275.0,2011
Karnataka,Male,Total population,30966657.0,2011
Goa,Female,Below Primary,38253.0,2011
Goa,Female,Graduate & above,19370.0,2011
Goa,Female,Higher Secondary/Intermediate Pre-University/Senior secondary,18399.0,2011
Goa,Female,Literate without education level,1717.0,2011
Goa,Female,Matric/Secondary,20113.0,2011
Goa,Female,Middle,21164.0,2011
Goa,Female,Non-technical diploma or certificate not equal to degree,158.0,2011
Goa,Female,Primary,32868.0,2011
Goa,Female,Technical diploma or certificate not equal to degree,2344.0,2011
Goa,Female,Unclassified,452.0,2011
Goa,Female,Illiterates,33045.0,2011
Goa,Female,Literates,154838.0,2011
Goa,Female,Population attending educational institution,187883.0,2011
Goa,Female,Total population,719405.0,2011
Goa,Male,Below Primary,41691.0,2011
Goa,Male,Graduate & above,19238.0,2011
Goa,Male,Higher Secondary/Intermediate Pre-University/Senior secondary,19239.0,2011
Goa,Male,Literate without education level,2273.0,2011
Goa,Male,Matric/Secondary,21351.0,2011
Goa,Male,Middle,23871.0,2011
Goa,Male,Non-technical diploma or certificate not equal to degree,296.0,2011
Goa,Male,Primary,36922.0,2011
Goa,Male,Technical diploma or certificate not equal to degree,5024.0,2011
Goa,Male,Unclassified,495.0,2011
Goa,Male,Illiterates,26055.0,2011
Goa,Male,Literates,170400.0,2011
Goa,Male,Population attending educational institution,196455.0,2011
Goa,Male,Total population,739140.0,2011
Lakshadweep,Female,Below Primary,1950.0,2011
Lakshadweep,Female,Graduate & above,177.0,2011
Lakshadweep,Female,Higher Secondary/Intermediate Pre-University/Senior secondary,551.0,2011
Lakshadweep,Female,Literate without education level,48.0,2011
Lakshadweep,Female,Matric/Secondary,1025.0,2011
Lakshadweep,Female,Middle,1222.0,2011
Lakshadweep,Female,Non-technical diploma or certificate not equal to degree,1.0,2011
Lakshadweep,Female,Primary,2188.0,2011
Lakshadweep,Female,Technical diploma or certificate not equal to degree,18.0,2011
Lakshadweep,Female,Unclassified,9.0,2011
Lakshadweep,Female,Illiterates,1167.0,2011
Lakshadweep,Female,Literates,7189.0,2011
Lakshadweep,Female,Population attending educational institution,8356.0,2011
Lakshadweep,Female,Total population,31350.0,2011
Lakshadweep,Male,Below Primary,2054.0,2011
Lakshadweep,Male,Graduate & above,167.0,2011
Lakshadweep,Male,Higher Secondary/Intermediate Pre-University/Senior secondary,594.0,2011
Lakshadweep,Male,Literate without education level,35.0,2011
Lakshadweep,Male,Matric/Secondary,953.0,2011
Lakshadweep,Male,Middle,1334.0,2011
Lakshadweep,Male,Non-technical diploma or certificate not equal to degree,2.0,2011
Lakshadweep,Male,Primary,2033.0,2011
Lakshadweep,Male,Technical diploma or certificate not equal to degree,37.0,2011
Lakshadweep,Male,Unclassified,7.0,2011
Lakshadweep,Male,Illiterates,1192.0,2011
Lakshadweep,Male,Literates,7216.0,2011
Lakshadweep,Male,Population attending educational institution,8408.0,2011
Lakshadweep,Male,Total population,33123.0,2011
Kerala,Female,Below Primary,987592.0,2011
Kerala,Female,Graduate & above,160325.0,2011
Kerala,Female,Higher Secondary/Intermediate Pre-University/Senior secondary,451835.0,2011
Kerala,Female,Literate without education level,41676.0,2011
Kerala,Female,Matric/Secondary,455593.0,2011
Kerala,Female,Middle,556144.0,2011
Kerala,Female,Non-technical diploma or certificate not equal to degree,3616.0,2011
Kerala,Female,Primary,798974.0,2011
Kerala,Female,Technical diploma or certificate not equal to degree,67542.0,2011
Kerala,Female,Unclassified,7747.0,2011
Kerala,Female,Illiterates,371320.0,2011
Kerala,Female,Literates,3531044.0,2011
Kerala,Female,Population attending educational institution,3902364.0,2011
Kerala,Female,Total population,17378649.0,2011
Kerala,Male,Below Primary,1049088.0,2011
Kerala,Male,Graduate & above,148906.0,2011
Kerala,Male,Higher Secondary/Intermediate Pre-University/Senior secondary,468137.0,2011
Kerala,Male,Literate without education level,43033.0,2011
Kerala,Male,Matric/Secondary,453406.0,2011
Kerala,Male,Middle,592672.0,2011
Kerala,Male,Non-technical diploma or certificate not equal to degree,5206.0,2011
Kerala,Male,Primary,855246.0,2011
Kerala,Male,Technical diploma or certificate not equal to degree,90881.0,2011
Kerala,Male,Unclassified,8241.0,2011
Kerala,Male,Illiterates,378985.0,2011
Kerala,Male,Literates,3714816.0,2011
Kerala,Male,Population attending educational institution,4093801.0,2011
Kerala,Male,Total population,16027412.0,2011
Tamil Nadu,Female,Below Primary,1594460.0,2011
Tamil Nadu,Female,Graduate & above,321235.0,2011
Tamil Nadu,Female,Higher Secondary/Intermediate Pre-University/Senior secondary,778103.0,2011
Tamil Nadu,Female,Literate without education level,57001.0,2011
Tamil Nadu,Female,Matric/Secondary,1131850.0,2011
Tamil Nadu,Female,Middle,1274633.0,2011
Tamil Nadu,Female,Non-technical diploma or certificate not equal to degree,6926.0,2011
Tamil Nadu,Female,Primary,1738739.0,2011
Tamil Nadu,Female,Technical diploma or certificate not equal to degree,86261.0,2011
Tamil Nadu,Female,Unclassified,25584.0,2011
Tamil Nadu,Female,Illiterates,1066121.0,2011
Tamil Nadu,Female,Literates,7014792.0,2011
Tamil Nadu,Female,Population attending educational institution,8080913.0,2011
Tamil Nadu,Female,Total population,36009055.0,2011
Tamil Nadu,Male,Below Primary,1717343.0,2011
Tamil Nadu,Male,Graduate & above,418669.0,2011
Tamil Nadu,Male,Higher Secondary/Intermediate Pre-University/Senior secondary,838354.0,2011
Tamil Nadu,Male,Literate without education level,77240.0,2011
Tamil Nadu,Male,Matric/Secondary,1181837.0,2011
Tamil Nadu,Male,Middle,1378130.0,2011
Tamil Nadu,Male,Non-technical diploma or certificate not equal to degree,34956.0,2011
Tamil Nadu,Male,Primary,1896437.0,2011
Tamil Nadu,Male,Technical diploma or certificate not equal to degree,222112.0,2011
Tamil Nadu,Male,Unclassified,29709.0,2011
Tamil Nadu,Male,Illiterates,1108887.0,2011
Tamil Nadu,Male,Literates,7794787.0,2011
Tamil Nadu,Male,Population attending educational institution,8903674.0,2011
Tamil Nadu,Male,Total population,36137975.0,2011
Puducherry,Female,Below Primary,29243.0,2011
Puducherry,Female,Graduate & above,7328.0,2011
Puducherry,Female,Higher Secondary/Intermediate Pre-University/Senior secondary,17160.0,2011
Puducherry,Female,Literate without education level,668.0,2011
Puducherry,Female,Matric/Secondary,20021.0,2011
Puducherry,Female,Middle,22083.0,2011
Puducherry,Female,Non-technical diploma or certificate not equal to degree,154.0,2011
Puducherry,Female,Primary,31507.0,2011
Puducherry,Female,Technical diploma or certificate not equal to degree,2015.0,2011
Puducherry,Female,Unclassified,260.0,2011
Puducherry,Female,Illiterates,22528.0,2011
Puducherry,Female,Literates,130439.0,2011
Puducherry,Female,Population attending educational institution,152967.0,2011
Puducherry,Female,Total population,635442.0,2011
Puducherry,Male,Below Primary,30755.0,2011
Puducherry,Male,Graduate & above,8536.0,2011
Puducherry,Male,Higher Secondary/Intermediate Pre-University/Senior secondary,17763.0,2011
Puducherry,Male,Literate without education level,842.0,2011
Puducherry,Male,Matric/Secondary,20578.0,2011
Puducherry,Male,Middle,23620.0,2011
Puducherry,Male,Non-technical diploma or certificate not equal to degree,286.0,2011
Puducherry,Male,Primary,33776.0,2011
Puducherry,Male,Technical diploma or certificate not equal to degree,4383.0,2011
Puducherry,Male,Unclassified,300.0,2011
Puducherry,Male,Illiterates,23028.0,2011
Puducherry,Male,Literates,140839.0,2011
Puducherry,Male,Population attending educational institution,163867.0,2011
Puducherry,Male,Total population,612511.0,2011
A & N Islands,Female,Below Primary,11019.0,2011
A & N Islands,Female,Graduate & above,1825.0,2011
A & N Islands,Female,Higher Secondary/Intermediate Pre-University/Senior secondary,3241.0,2011
A & N Islands,Female,Literate without education level,114.0,2011
A & N Islands,Female,Matric/Secondary,5808.0,2011
A & N Islands,Female,Middle,7365.0,2011
A & N Islands,Female,Non-technical diploma or certificate not equal to degree,28.0,2011
A & N Islands,Female,Primary,10285.0,2011
A & N Islands,Female,Technical diploma or certificate not equal to degree,421.0,2011
A & N Islands,Female,Unclassified,76.0,2011
A & N Islands,Female,Illiterates,5915.0,2011
A & N Islands,Female,Literates,40182.0,2011
A & N Islands,Female,Population attending educational institution,46097.0,2011
A & N Islands,Female,Total population,177710.0,2011
A & N Islands,Male,Below Primary,11629.0,2011
A & N Islands,Male,Graduate & above,1969.0,2011
A & N Islands,Male,Higher Secondary/Intermediate Pre-University/Senior secondary,3318.0,2011
A & N Islands,Male,Literate without education level,164.0,2011
A & N Islands,Male,Matric/Secondary,6107.0,2011
A & N Islands,Male,Middle,8537.0,2011
A & N Islands,Male,Non-technical diploma or certificate not equal to degree,39.0,2011
A & N Islands,Male,Primary,11156.0,2011
A & N Islands,Male,Technical diploma or certificate not equal to degree,518.0,2011
A & N Islands,Male,Unclassified,89.0,2011
A & N Islands,Male,Illiterates,5704.0,2011
A & N Islands,Male,Literates,43526.0,2011
A & N Islands,Male,Population attending educational institution,49230.0,2011
A & N Islands,Male,Total population,202871.0,2011
